Sentence,Category
"All Indian Muslims are anti Indians just they are waiting to become how soon they will become majority people and grab India,and always their heart sympathy with Pakistan and out side they shows they love India,all farce.",OAG
What the hell is happening ðŸ¤”,OAG
man what's with you people copy pasting the same comment everywhere.. don't y'all get tired..,CAG
As per Zee News 405 for seats for BJP in UP. Total constituency is 403. Two seats given by Zee News on free of cost.,CAG
Irony is your display picture at one end you are happy seeing some one innocent dying and at other end you are praying to not kill an innocent,CAG
You army entered like thief's in our territory.  Your army-men are cowards. India did surgical strikes and informed informed your army.,OAG
No one can defeat Modi now Bihari people might be saddened they dint elect bjp jdu a burden for them,CAG
So called seculars ruled nation for 60yrs and they didn't even banned RSS......lol,OAG
#salute you my friend,OAG
This puppet came out for MCD election #chutiya,CAG
"They r getting benefits as those areas r not getting used that's why's , start ing roads will make them weak ,",CAG
So they fired across the border then went in to mutilate the corpses . Sorry I don't buy this at all.,CAG
"Yes sir. That, of course will happen. When cow become President, PM, CM, MP, MLA and human loiter on road foraging for food, dying after swallowing plastic.",CAG
"Winning elections is not important but living upto expectations of citizens.  These days people blindly vote for religion not development
frankly speaking we need activists of all like minded people who want to experience unbiased development these group of activist should keep a legal check on POLITICIANS, beurocrats to see they are functioning properly and not squandering public money.  This is  only way to save our country from religion based and corrupt politicians",OAG
Guess what...  All this happens daily right..??,OAG
"True, any good work is opposed by group of vested interest.In fact our political parties often support such elements in search of vote banks. Aggressive media activism is also absent. Hi",CAG
1,CAG
".However, reservation is not poverty alleviation scheme, it is there for only those social groups, historically who has been exploited, marginalized, rendered weaker. Muslims wanted window within OBCs, Supreme Court says, you can create subwindow within OBCs, without breaching 50% barrier, but not on the basis of religion.",CAG
I am for freedom of speech but against the lampooning freedom of speech of another young person!,CAG
if they not then their Image will be  further deteriorated,OAG
He  should be payed by police who kept the money with them. Or as promised RBI,CAG
our President has no history like modi who kills thousand Muslims in gujrat,OAG
Mouni baba open mouth,CAG
"Anna, unfortunately, has lost all credibility. He has conveniently forgotten the Lokpal bill.  He is saffron under the skin. Kejriwal on the other hand transformed the face of Indian politics. The major parties have quietly adopted everything he stood for.",CAG
"1). Rule says that loudspeakers should not be used between 10pm and 6am.

2)""If Muslims have the right to give azaan, non-Muslims have the right to sleep peacefully."" High court verdict",CAG
If india can fire on innocent civilians then mutilating their soldiers is fully justified,OAG
"Mohammad Usman. Get out from my country. 
Partition was based on two nations theory. So ALL MUSLIMS SHOULD HAVE GONE TO PAKISTAN.",OAG
I wanna meet the girl who said the iPhone is user friendly!!!,CAG
That will soon happen when china will be depend on Pakistan. Supporting Pakistan means end of humanity,OAG
Hope u get well soon. My wishes for u. I got it there's no point wasting my time to make u understand anything. All the best buddy.,CAG
"Then what happens in pantry coach dedicated for catering in every express..do we really get food, meal from the picture above when we travel by indian railways? If yes then please let us know the name of the express...the fact is the railway passengers get pathetic food served in indian railways...",OAG
There are many people who are dumb enuf to undrstand dese things,CAG
"Bhaiya sabse pahle ye hai kon... mahangaayi badhi to banwaas pr gaye hue the,
Note ban pr ese ghayab hue jaise gadhe k sir se seeng,
Patrol and eatables price hike pr to ye mr india ban gaye the k kahin dikhe hi nahi.  Or ab aagaye neend se jaag kar k chalo thoda publicity b lelun.",CAG
"Congratulations Bmp & Modiji, Please do something to develop India, Except good speeches",CAG
Obviously haven't read about turning the other cheek. Funny kind of Christian fellow.,CAG
Modi ji's elevation too was so ominous that some sickulars and antidemocratic individuals declared that they would leave the country if he becomes PM! Same black forces are now chanting the same mantras oblivious of the fact that this is 21st century and people can differentiate between chalk and cheese!,CAG
NDA rules party ðŸŽ‰ good governance ðŸ˜ðŸ˜,CAG
What has bjp done in last 10 yr in MCD...stop barking..do work now,OAG
"Bhai this is not mainstream. Even Mira Rajput said third wave feminism is destructive.

And yes, mainstream feminists are indeed bullies. They keep on rioting and creating ruckus. They hate free speech, they conceal facts, they project lies etc (I have evidence for all of it. So please counter my perspective and not my facts)",CAG
These were happening 24Ã—7. But the administration was always in sleeping mode.,CAG
She has been so priveleged all her life. But we have to work to meet our ends. We don't get to make our choices.,CAG
communal feelings on peak in so called multicultural country,OAG
Pappu is on leave till next election :D,OAG
"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). We expect apology from your side for such a mistake.",CAG
sharukh travels in a broad gauge ......steam engine reporter can stop whistling for every steam during the news,CAG
Heheheh how can you suppose that they care about their image? They (Pakistani) are heading toward to sell whole nation to China in the name of CPEC.,OAG
"Matt Ellis I would not believe a thing israel says, as israel lies like its sugar Daddy america. It too claims to be a country that cares but when you look behind the curtain there is nothing but lies, Hatred toward others and Death",OAG
Ram NATH ji Goenka must be feeling shame on his successors...,OAG
He should be allowed to travel in goods train carrying beasts..he is as worth as they are. That luxary is more than enough for him (it!!!).,CAG
Not surprised! Perhaps u did not hear d news of launching of cow -ambulance service in UP recently. No ambulance service for poor n needy but focus is on cow.Ridiculous!,OAG
"Pak Army intruded into Indian terrirtory, killed indian soldiers, had some laugh cup of tea with biscuits, mutilated their bodies and went back to their barracks, now tell me while this all rubbish was happening what were indian border forces doing watching mia khalifa and sunny leone?",OAG
Heh turkey is the 3rd class pathetic country i know.,CAG
Don't u think u r going too far u Son   of a B****........#Nigam,OAG
BJP won 81 seats more than 50 seats of 2012. This is not win at all .84 seat win of Siva sena is land mark win according to this toilet paper,OAG
Digesting cattle food,CAG
"Illiterates have started teaching to highest literacy rate people now.
Do u know ur literacy rate in world among muslims ? It is just 0.27%.
Horrible..! The lowest literacy rate among all religions.",CAG
Our Hon'ble governor is Best  But Some one not ......,CAG
Sitaram Yechury is an amiable person from the Marxist lobby dominated by the hardcore ideologues.As a member of the upper house he contributed very constructively.,CAG
We Still support Modi sarkaar rather than Chor Congress...Modi sarkaar is much more better & stronger than Chor Congress...,OAG
"If it is to be banned, then it should be banned for all other religions as well.",CAG
You can not escape from the sin of promoting this useless fellow,OAG
Sanghi dose mila hai Annaji ko fir se kyunki  Delhi me jo MCD election hai filhal.. Ab sab ko samajh gaye hai Lokpal aur corruption crusader kitne paani me hai aur kis k saath hai.,CAG
Who care what she eat... Even she eat poo we don't care,CAG
"Time come to close JNU  by government. 
Why this type of Institute is run by wasting our tax money. 
If JNU students have guts then please earn some money then pay your fees. 
Why tax payer money wasted. 
SHAMEFUL",OAG
4 people died and Indian express finds humour in it..rip journalism..,CAG
Lol Indian army ðŸ¶pig army ha world 4 largest and 4 time greater  can't fight with  Pakistan  ðŸ˜‚ðŸ˜‚,OAG
Modi banded 500-1000 notes. So his next step should be to band congress party,CAG
What does the word cost mean? Does it take foreign debt into consideration? Does it consider human wealth?,CAG
Fcuk off Shikha Sharma,OAG
"Mr. Narang it's just the matter of time, I am not stupid enough to believe that govts works for the betterment of masses.. you need to read thoroughly The Prince by Niccolo or the Republic by Plato. I am sure once this govt complete it's term in the office we will have bigger scams to quote... And that's what Dr. Manmohan Singh is talking about...",CAG
For what reason?ifu,CAG
"Nothing new on it. Indians only gossip, take action instead of spreading failures",CAG
she is just doing a cheap publicity stunt. may be she wants to be in big boss.,OAG
Sehwag your comments made  no  sense  at all.   You should  not have made the stupid comparison.  There is a big difference cricketer  and a martyr .,CAG
"I bought One Plus 2 just about two months ago..2 days back I dropped it and got the entire screen cracked. Though it is working fine.
But I am not able to repair it due to unavailability of service centre in Jammu & Kashmir...
It's frustrating",CAG
"That's what happens when you can't discern between a military activity and an act of barbarism.

   Remember the NLI, bodies of whose soldiers you refused to acknowledge during kargil conflict.

    So, keep your knowledge to yourself and live in your own fantasy land.",OAG
Cows are definitely gonna vote for Modi ji in 2019 ;),CAG
congress mukt bharat k saath saath Tumlogo ka v safaya ho jayega.....haram khoro..... 3 Yrs me 5000 Hindu ka converstion hua islam me .....is par kya bologe.....chutiya.  Party of India CPI.....,OAG
Why am I not surprised. Another dictatorship begins to form,CAG
Stupid survey ðŸ‘ŽðŸ‘ŽðŸ‘Ž,OAG
Anna Hazard is a novice now. His voice has got no value.,CAG
We have enough support already . Turkey isn't our ally more like a traitor & have come to solve Kashmir issue lol,CAG
"I support his speech, RSS is divider of country, they do not want to stay peace in India. communal",OAG
"Perfect example of ""Vridha asharam- when people can just see and repeat words which they have heard in early morning "" Indian media is using AANA JI to take only wrong or negative  comments either it's for BJP or AAP .... but would say POOR PERFORMANCE",CAG
This would be the first time in the history of Nobel Prize that a bitch's name is being proposed along with HUMANS...!,OAG
Do you have any doubt? Why was he holding some many pistols and ammunition etc ?If he is not when police rounded up why was he holding up and firing at police?,CAG
Of course nothing can be made in porikistan except training the militants.that was well known to chinkis & they took advantage of it they r colonising in pokistan looting thier reserves through cpec,OAG
"Bt massive win?
Seriously?",CAG
"Now this idiot realises truth after being slave of a Single family rule , who destroyed our nation all these years !!!!!!!!!!!!!!!!!",OAG
Mr. Macchiwala I have spoken to Muslims in Gujrat and they were thankful to him because he saved their lives. I don't know where do you get this idea that Modi is responsible for riots.,CAG
Govt has to care of Army more than RSS . Else it will be RSS vs Indian Army  ?,CAG
Tow terrorst killd at bouder...indian army is a terrorst mob,CAG
I have a question for you sir. Can you please name the temple please also which Kashmiri Pandits are chanting bhajans?,CAG
"Also according to her feminists who are ""aggressive"" are comparable to Nazis. Does she even know who Nazis were and what happened during the Holocaust? Is she really comparing ""aggressive feminism"" to genocide?",OAG
"And watch it 24/7 , and dont watch anything else",CAG
Nonsense,OAG
"The country who has an illiterate pm like modi what the people can expect from him 
People are dying in india without home and food but pm busy in making adhaar card for animal 
It's really a shameful situation for 125 crore indian",OAG
Anna you don't see the corruption of BJP and Congress that's happening from past 60 years ??,CAG
"Vishnu Sreevalsan on this mother's day you can greet them.
""Hope your mummy stays yummy this mother's day.""",CAG
"#ENTERTAINMENT | After #NiaSharma was slut-shamed for posting a music video, the actor had the perfect response: she posted a second video!",OAG
Call in the airforce and bomb the hell out of dantewada,CAG
Crocodile tears.,CAG
"Friends ..stop giving so much importance to these fools...Chachunder, just....",OAG
""" JAMMU & KASHMIR STATE NEED BUSINESS CORRIDOR ""

Now j&k state people are in excitement and they were misguided by infiltrators. Since 10 days I got thousands of reply's received from j&k state people and some of Pakistan people's  which was I wrote thesis, regarding intolerance in j&k state.

Here some people are depend by terrorist Organisations and Pakistan MILITENTS and other Anti National Elements. Now they people are making  stone pelting on Army and Police and they raised slogans favor to Anti National attitude and wearing ISIS dressess and with Pakistan flags.

J&K State students need to get admissions in South INDIA Collages because there is no mutual understanding and interaction between j&k state and South states, In my verdict this is the big salvation for intolerance.

Need marriage proposals between South and North with j&k state people.

J&K State suffer by Lobour Acts and implementations because there is no route map for life survive with good opportunities this is the major problem in j&k State that's why teenagers following unlawful Act.

Need Industrial Hub in J&K state for better earnings.

I request to Prime Minister MODI Ji that, please bring the new reforms for j&k state for better future to our Citizens....Jai Hind 

S V P YADAV
Journalist
+918019563514",CAG
Should be stopped,OAG
They will now transform into the bike... I just know it... Human transformers!,CAG
Sir u Carry on! India now understand who are fake,CAG
"Anirban Kundu 
So you are the pesticide",CAG
"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal.  A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa).  We expect apology from your side for such a mistake.",CAG
"Congress is f@.ed because  of gandhis, change them make sachin pilot president",OAG
It is a darma ..no viletions by pak army.. India army is a presure of unrest in country..,CAG
"Hi team, i need some help from you, you people coverage everything, please coverage our village please,  i stay in one village, our village still dint get the patta and chitta from our land since 1947, all of the villages got this in india, in entire india only our panchayat dint get the patta and chitta for land, we have around 500 former housed, govt is saying formers are the back bone of india, we do lot of agriculture we dont get any facilities from government, we are struggling lot, please help i have reached lot of MLAs and Ministers they are asking bribe. my number @ 9663387141",CAG
"now on wards.....we have to follow new way with banks,,,,in previous days we were deposited our total money and we with draw what ever req. we do....but now on wards we have to do need based deposits only...",CAG
Secure ?? Lol,CAG
Hypocrites are everywhere.,CAG
"It is individual choice of being working mother or not working mother, no one has right to put forth their opinion on others. it is not a competition , rather it is justice to the talent of multi tasking which is not her cup of tea look like.",CAG
I have a very strong feeling that Jadhav had already been tortured & killed in Pak jail.,OAG
This guy doesn't know previous SP govt n its leaders r full of goons ....idiot,OAG
Ab iski aukaat hi kya rah gayi hai ki BJP waale inki chinta may duble hon? Bus media Abhi bhi inko cover kar Raha hai.,OAG
Also using the same while free schedule found phone calling very poor performance and little bit disappounted. Its not understood living in Ahmedabad gets such annoying experience then wt abt small places or towns ?,OAG
"United nations declare hafeed syeed a terririst
Osama was killed on ur soil
Malala was atacked by ur terrorists
U support terrorist

All fake. Lol",OAG
"Why he is scolding her who gives right to MLA to shout like this on SP of city....she was only doing her duty according to law...if there is something legal according to law then it's police duty to stop that ""dharna"" police don't work according to public sentiment it work only according to law. If this MLA is really worried about liquor then why ruling party is not putting ban on liquor?",CAG
Drona Goswami did u forget gulf states..,CAG
will get Z cover like salwari baba and national award like Baldy kher and rajya Sabha seat like Z owner thug. keep thugging for mire and licking RSS shoes.,OAG
"Pakistan was involved in duplication of Indian Currency they were sending these fake currency in India to few traitors
And now those traitors are feeling ripped off from their possessions
Most of them are hiding behind our poor people and saying gareebo ko maar diya
But actually these traitors are dying 
#salutetoPM",CAG
Plz look into education problem that rural children's are facing.,CAG
Then start resolving Kashmir issue.,CAG
They were muslims and they were not stealing cows but you extremism has killed both of them.. Such a Terror country who owned himself as a democrat  but infact they are extremist .. Such a shame!,OAG
The U S Government of Donald Trump will do nothing,OAG
YÃ ar my ears r bleeding  stop this ðŸ˜‘ get the bike on stage,CAG
We dont disturb everyday.,OAG
"Sonu is right... 
Muslims believe in nirakar philosophy ...
Then y they build mosque with loud speakers... They can do worship allah at home..",CAG
Menakji when the entire police force and security forces are deployed to protect the political class. There is scarcely any police force left for the protection of citizens hence crime rate is bound to raise. This is simple logic.,CAG
Shame on shiv sena ...he should have been thrown out of party !!!,OAG
"Where is 56"" chest and his andh bhakts will they take serious actions r they will do kadi ninda ðŸ˜ ðŸ˜ ðŸ˜ ",CAG
Mr Modi sorry to say u r forgetting that u r giving birth to a new crime in money gamble only a month has passed already there are so many raid have been done in new currency forget the old currency,CAG
Jay hind Pakistan me jabrdast  Hamla  Kare Hmari Sena  jbab dena  jaruri h,CAG
"Doucett Black.  Your atheism is out of place in this Christian Nation in which you live.

Before wasting time dredging up the whole â€œseparation of Church and Stateâ€ fallacy, consider the words of James Madison, the Father of Our Constitution:

â€We have staked the whole of all our political Institutions upon the capacity of mankind for self-government, upon the capacity of each and all of us to govern ourselves, to control ourselves, to sustain ourselves according to the Ten Commandments of God.â€

The man who authored our Constitution did not leave any room for doubt about governing ourselves according to the Ten Commandments of God.  The Congressional records further Christianity as the established religion of these United States of America:   

The process of drafting the First Amendment made the intent of the Founders abundantly clear; for before they approved the final wording, the First Amendment went through nearly a dozen different iterations and extensive discussions. 

â€œWe do not want in America what we had in Great Britain: we donâ€™t want one denomination running the Nation.  We will not all be Catholics, or Anglicans, or any other single denomination.  We do want Godâ€™s principles, but we donâ€™t want one denomination running the Nation.â€

This intent was well understood, as evidenced by court rulings after the First Amendment. In 1799 the court declared, â€œBy our form of government, the Christian religion is the established religion; and all sects and denominations of Christians are placed on the same equal footing.â€ 

The U.S. Almanac, while a respected publication, does not constitute the ultimate authority.  Our Founding Fathers, speaking through the U.S. Constitution, hold such authority.  Their position on the topics at hand is indeed upheld by the Supreme Law of the Land, as evidenced by the U.S. Supreme Court.  Perhaps it is you who is â€œstupidâ€ and needs to educate yourself?",OAG
"If population control and safe sex is immorality, no wonder we're the second most populous country on this planet.",CAG
Useless deals.....but it encourages the e-commerce industry,OAG
The guy who made  obscene comments is mentally ok . Is it? Sounds so funny ......,OAG
Modi knows to talk n thts wht he is doing n giving fake promises. He says that in long run there is good country can any1 say to me wht good he said is going happen bloody blind n dumb ppl I hv ever seen,OAG
let our ulamahs anouce jihad for all and c the sea of jihadis againest amirican dogs,OAG
Karan Johar world knows you are a gay,OAG
"http://indianexpress.com/article/india/fatwa-issued-against-reality-singing-star-nahid-afrin-by-42-clerics-4569825/

Dear Indian Express,
I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. 
A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). 
We expect apology from your side for such a mistake",OAG
"She is not fit for lPS. An IPS officer should never be emotional while on duty and that too before an MLA who is rudely behaving with her. She should be bold and strong enough to handle the politicians in such circumstances. First of all she should not have ordered for a lathi charge. Women were protesting for a good cause ie, to stop selling liquor near the villages. After the lathi charge, MLA intervened who represents that village.",OAG
These are personal choices and it has nothing related to love or hatred. Stop your nonsense.,CAG
People already started closing their ears after listening.. will close their eyes after launch ;),CAG
Kejriwal is better working corruption free . Anna have dirty politics what happened to your lokpal fights and fast during UPA period. You are product of dirty swine.,CAG
Well said sonali,CAG
Language is very bad ......we the voters are still alive to see what is going on .....if any of the party who will not work ...we will send them to home ....don't worry,CAG
THIS IDIOT DOESNOT KNOW THAT PRESIDENT IS FAR MORE STRONG THAN ANY OTHER FORM OF RULE.,OAG
"All Indian army was watching 
Bahubali 2/ IPL during Pakistan army crossed the border and killed the Dogs ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",OAG
BJP HAVE LEADERS. WHY NDTV IN PAIN  ? JUST THINK ABOUT PAPPU WHERE HE IS  ?,OAG
No Bjp's can  step in to our Kerala even modi will get slippers there if he again tries to visit Kerala ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ that modi paramanaaari call our state Somalia bcos he was not given bra to wearðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ wlc modi dare to step in Kerala againðŸ˜‰ðŸ˜‰ðŸ˜‰ðŸ˜‰,OAG
"Atleast we show reality what happpens.....
but pak media & army keeps their people in denial mode.... ðŸ˜‚",CAG
"Attention: Indians have launched a False Flag â›³ï¸ Operations . 

They claimed that Pakistani forces infiltrated the LOC killed and mutilated bodies of two BSF jawans . 

The claimed location is not just heavily mined and fenced but has been under constant Indian Army surveillance citing attempted infiltration by Kashmiri Militants . 

It's obviously an attempt to sway the international community away from the atrocities committed by Indian Occupation Forces on Unarmed Kashmiris.

Previously the Drama was done to fool Indian population for UP Election this time God know what they have in Mind but it's simply Evil and in the end people of India will suffer one way or the other",CAG
"Fool.... 
Not even your government is not worth to print notes with out mistake. 
What hard work is this",CAG
"Bollywood Female Actor Kajol Enjoying Beef with her friends.
Is she anti national now?
http://dnai.in/erk3
Watch this Video.
NDTV",OAG
All time iNdian muslim hero who gave good reply to whp sheo sina Bajrang dal to the 1991 ANTI MUSLUM KILLInG AFTER THE BABREE MASJID DESTRUCTION  ONLY IN BOMBAY KILLED 2000 MUSLIMS THOUSANDS OF MUSLIM KILLED BY FANATIXS,CAG
"So how many presidents will be ruling then Mr tharoor?
Even if it is the case Modi is my president not you or any dirty pig from congress.",OAG
Accused.. not convictedâ—ï¸ Plz don't misrepresent in a way that society is misled,CAG
Mr. PM you must act now. We are with you. Don't do only ninda always.,CAG
"it is because of ur crap and corrupt politicians who kill the meritorious candidates and uplift the non deserving category , rural service , and difficult area doctors , and finally and unfortunately the result is like this !",OAG
Ashin Jose Chellamthara leftists Goonda are with Jehadist Scoundrels sadly no true left wingers left in India,CAG
What kind of media is this!!first they make headlines of indian soldiers being killed by rocket launchers n now about mutilating their dead bodies....this can happen only if Pak army crosses LOC....btw it looks like a #RealSurgicalStrike with evidences on indian media,OAG
Found validity in the comments made by founders on Rajiv Bansalâ€™s severance pay: Infosys Chairman,CAG
"How dare you call them terrorists? 
They are FREEDOM FIGHTERS, and you are PRESSTITUTES. 
#Ban anti-national media houses.",OAG
"I think sonu nigam has no basic sense.
If he wrote about Azan he should also write about the inconvenience caused due to loud speakers Hindus put up for series of days and these loud speakers go on and on for days together.
No celebrity of his stature should tweet like this.
Some amount of inconvenience due to these small things Whether due to Muslim or Hindus should not be blown out of proportion",OAG
"N now maneka gandhi on movies wow 
its like watching something in india nowadays is also a crime 
from further on movies will be on bdsm n femdom to respect women 
:p",OAG
Already he lost his leftover respect and public image. no need of further drama,CAG
Come on ..you do not have to be abusive  ...however it reveals the type of person you might be.....definitely not a.good Muslim........read the Koran for guidance,CAG
"Sonu nigam is facing mentally problem's
So ignore this guys",OAG
Almost daily,CAG
that is why he described his army as hijra his govt as hijra becuz they were not able to protect their women  in the past,OAG
What he said is truth and nothing else,CAG
elimenate RSS first than talk about isis which is just started,OAG
"That is why you hand our your ladies to north Indian kashmiris that too muslims, now say national integration, very laughable",OAG
"Early to rise and early to sleep
makes man happy and healthy and he is angry with Azaan which alarms him to rise early.",CAG
This is despicable n only a pervert will do dis n d pakis r perverts.,OAG
They r tryin to say.. run while u still can,CAG
Stop these type of loud speakers...,OAG
I am with Sonu on this. Loudspeekers should be banned and it should be allowed only by Govt. Authorities when the need arises. No religious or cultural festival should be allowed to use loudspeekers.,OAG
Brute...,OAG
"No body plans to fail, but ' Demonetization' step clearly states that the govt has failed to plan & now acting as per their failed planning",CAG
It's not trust vote it's fixed vote for money,CAG
"Everything was fine till she mentioned the new wave of feminism as destructive and then said ""why would I want to spend just an hour with Misha and then rush off to work? Why did I have her? She's not a puppy."" SO WRONG. That's almost as if saying that mothers who work and take care of their children treat their kids like puppies and have not gone through the same difficult times she might have gone through. Tsk. She sure should have chosen her words more wisely than that. This is too crude for a new age mother.",CAG
Thats why he always deserve slaps. ;),OAG
