Sentence,Label
Mr. Rahul Gandhi confused his stash of black money to be white money. It's the irony of being too raw for politics and given responsible and leadership roles as a handout just for being the poster baby. ,1
wheres the outrage from the lefties on this then?you know you made the right decision when Muslim countries dont even want fellow Muslims allowed in! ,1
The photographer we hired for a marriage is demanding 60000rs in cash. Where should we complain? ,1
so??? is this news ,1
People don't have rs.500 change whts logic of making a rs. 2000 note ,0
If u have someone in ur mind as bheema.. Plz mention... Let me know... ,1
"Bharat Mahendru So if anyone speak against Cow is a Muslim? Ã°Å¸Ëœâ€š My Hindu friends eat cow and don't care what she is for them. They call her animal only. Apart from that Hindus kill her, slaughter her, smuggle them to Pak and Bangladesh via Assam and Kashmir with the help of BSF soldiers, kick her on roads, force them to eat plastics and garbage, let them die on roads bla bla bla bla. Isn't enough that many Hindus don't care about her? Even those who worship her? ",1
"I hope Sonu Remembers Shahbaz Ali Sayyed...the boy who helped him when he was in disguise as a Street Beggar! 
I hope that was not Gundagardi but compassion.. Had lot of respect for Sonu Nigham but I pity his illogical and baseless comment that should have no place in a country like India. ",2
So we should have the right to recall law to teach lesson to such people. ,2
@MASK World little bit over ,0
Respect ,0
He has also bashed temples...then why are people conveniently ignoring that part to religiously colour his argument ?! ,2
Well india being pakistani i truly support this act of pakistan govt to make ur 8 pieces ,2
"Suar,indian army Air Force have muslims, Sikhs Christian, paarsies etc as officers soilders etc(not like Punjabi (naqli) sunni(again naqli) hijdaa(asli) so called army. ",1
"Before demonetization, how many BJP Leaders informed in advance by Mr. PM? ",1
Part 2 please ,0
Through dialogue it can't be resolved...it can be resolved only with the help of Forces..... ,1
Where is the proof suckers..stop creating a nuisance ...they would have been eaten by wolves or lions and u media puppets find evrythng as an opportunity to make money .. ,2
I just love how two women shout over each other about another women. ,0
"Prateek Nishant come on be logical and practical, I think you still believe modi's false statement, that baggers are using PoS machine, grow up bhakt ",2
"Blady pofk, brainless pig is more better then this fatty ",1
Haters gonna hate...@pseudo seculars....Pseudo seculars are  the most dangerous people now. Days...Indian Express is the most vulnerable to people's unity...It's the most pseudo secular news channel.. ,2
kohli...anushka kya deepika b lele..bas 350 k paar pahuncha de #indvspak ,0
"ARUNDHUTI ROY  
ADDRESS. GOLI NO 2 , G B ROAD. OLD DELHI . ",0
"Arjun Reddy and Kabir Singh both are worst movies, nothing so realistic ok... ",0
"Hi anuj,
View on delta? 
Demonetisation over for the stock ? ",0
Screw both of them trollops ,2
Americans stand by Israel! ,0
"Why is this video not trending where as the video ""not a film review is"".
Thankgod someone spoke for the good in Kabir Singh. ",0
"Anuj my question for 3rd consecutive day,:( view on delta corp? 
All stocks have recovered but delta is yet to after demonetisation. ",0
Awesome explanation sir... Bigg fannn Ã°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂ ,0
Please ignore bjp. ,1
I appreciate your honesty and courage to speak truth ,0
BJP running MCD for ten years. If people still vote for BJP that means they feel that nobody else can manage it better and the present state of Delhi is the max standard we can achieve. ,0
"Disappointed Sonu ,don't think you understand religion ! Go live in the jungles ",2
Where will we ride like this in India in DONGRI...40 CC banao ,1
"N now maneka gandhi on movies wow 
its like watching something in india nowadays is also a crime 
from further on movies will be on bdsm n femdom to respect women 
:p ",2
Indian Express who u r to decide this...this is not your work ,1
"I'm also victim of false 498a case. Great job man. God bless you. You are my
hero. ",0
"Dont worry the day we will kill you , we will own it and put it on first screen of your porki news channel ... ",2
"AND REMOVES THE FAITH OF THE NAME  FRIENDSHIP 
SHAMEFULL ",0
"Well said Arnab, well sais Madhu Kishwar, well said Nupur!!! I guess it's time
we stop giving this ""fringe lunatic"" and fake liberal leftist this woman
called Arundhati Roy any media attention. Everything about her is so fake that
I feel that she does everything only for media attention. ",0
"Half of the movie is copied , even with dialogues from danzel washingtons
flight...... ",0
"Cow ban - no forced religiousness 
An old man beaten to deat on doubtful grounds by cow vigilants - no forced religiousness.
Day and might concerts with loud speakers : no forced religiousness. Use of loud speakers on navratre/ganesh chathurthi/holi/ jagran : no forced religiousness.
1 min azan : forced religiousness 
We muslims can give up cow meat for our hindu friends!! No big deal, but such horrendous statements by hindu celebrities are disgrace to secular status*** ",2
Go and protest at Delhi for ur formers.. ,1
"One of worst CM .... always sleeping.... when he opened his mouth only Dalit , Muslim wards came ... ch***ya ...no value Hindu people in Karnataka....he using low cast people as vote bank ....10 RSS & 5 BJP karykarta dead till now ... Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡
After Jammu, WB , Kerala.... Karnataka is the most affected jihadi activities ",2
"Haaaaaaaahaaaaaa. We already know Muslims are slaves, they cannot live their life with their choice, but still they are considereing their self patriotic vow I m happy, make their lives hell ",2
Love you sir i am from canada ,0
"Film rating should be 7.4/10  
Now, coming to pros - 1) Shahid Kapoor's acting.  
2) Kabir Singh character personification.  
3) Songs  
Cons - 1) No need to say about scenes.  
2) Kiara's acting  
3) Alcoholic...  
Overall this was a nice movie and one of the best in 2019. ",0
Fake ,0
"They never admit their crooked deeds.  & don't believe them, they are rogues. ",2
"I personally feel, Muslims should not live in density in any city or state in India. Wherever we are in masses, these things are taking place. As it becomes easy to hide for terrorists in those places. I may be wrong also. ",2
Pratik Bhai on Fire.. Ã°Å¸â€Â¥ ,0
What about Kerala Muslim league ? ,1
Award giving committee also consist of JNU supporters only. They say you are named on award giving committee only if you are giving award to JNU only. ,1
Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š seriously sir..u r genius.. ,0
Super hit movie Ã°Å¸ËœÅ Ã°Å¸ËœÅ  ,0
Come on bajaj. There's a bike to launch. Cut the trash ,1
Appointment of a director can be in board meeting but cannot be by board of directors as per companies act ,0
Haha trying to legitimize their claim and show the world they are victims. Bloody fanatic media ,2
Love it ,0
Surgical strike on informal sector for paving a path to corporates under the shadow of JIONGOISMÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š ,1
"I'm sure u watched film companion review video Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š, she is dum ",0
"Indian men dont need to lure a girl, all they have to do is flash some moneeeeyyyyyy.lol ",1
I really appreciate your thoughts on feminists. ,0
Yes they are great for anyone needing an affordable place to sleep.  Much better than sidewalk tent.    Pick up a 100 pop cans a day and you can afford. ,0
"Ofc they should be seen as a lowlife. Cause inexperienced opinions won't help anyone. Anyways, your point would have been considered, for you are into IIT. BUT since you haven't seen the real ""IIT"" thing, your opinion is invalid. ",1
@MASK Talks thanks for suggestions ,0
"What's it?  
Can you explain ? ",0
"I think every female has a right to choose the way she wants to lead her life and dear mrs shahid kapoor no mothers daughter is a puppy whether she is working or a homemaker
Imagine if ur gynaecologist at the time of ur delivery said that i cant leave my daughter and come for ur delivery as she is not a puppy then what! ",1
It is gr8 tactics of Anna Hazare to remain popular in Media.... ,2
Yes it is 98% verses 2%.....lolll ,0
This is what u can do ..... ,1
"Photograph bruises and make a recording of video through camera on mobile
phone and show it to policemen. ",0
First rajdeep tried to defend her but he failed to do so. ,0
radhe krishna right ,0
Paid media trying to creat a rift in the AAP party but no logical citizen is buying it ,1
any thing happens to indiots they start blaming Pak. why would they cross loc and mutilated? and if they did then how can indiots claim they did surgical strike? and returned safely? ,2
"she also said ""TU thik to hai na"", i.e you are not gay right as you so openly
support LGBT people ",0
Nice Comedy Ã°Å¸â€˜Â ,0
ALTHOUGH PRIVATE INSTITUTION/FOREIGN UNIVERSITY REACH OUT FOR IIT PHD FOR TEACHING. GOVERNMENT UNIVERSITY ABSTAIN FROM THIS & REMAIN HAPPY WITH THEIR SUBSTANDARD FACULTY. IT IS TRUE CENT PERCENT FOR ENGINEERING FACULTY AND HALF TRUE FOR SCIENCE. ,1
uae ki first batting se ek indian player ki wc century miss ho jayegi :3 :3 #cwc15 #indvsuae ,0
Lol fucked up fake news.. why ABP news so desperate for TRP..Showing some old video of some other country ,2
Hie Sonia plz REC fut buy @MASK hold or sell ,0
"Anna hazare failed in his drama on kejriwal case. Hazare aim is to remove congress from power and he joined with kejriwal. Kejri is clever and he overcome hazare and defeated bjp and opposing till now. Anna hazare wont speak if bjp involve in money scandal, communal violence, hate speeches etc etc. Anna hazare is a hypocritic poison human being. Hazare never thought kejri will come into politics. Hazare may won in defeating congress but lost on kejri matter. Great actor hazare ",2
"real picture of so called secular  india, muslims r not allowed to practice their religion,  jinnah was right about two nation theory ",2
Sham on you ,2
What this broker talking about? ,2
"We must expose the rapists and come to know their religion, caste, education, family values and level of barbarism!

BJP can't change degenerate nasal...once we come to know which segment produces these barbarians, we can monitor criminal activities better!

It might be that people are deliberately causing havoc in BJP ruled states for their delusional religion! ",2
"Why is it that most of the posts these days are asking students to chill out instead of working hard when they can.
Because you chose to pick up the answer of someone trying to dropout over 100 other answers who made it big from IITs.
Kind of shameful. ",1
"He is an RSS puppet, speak only When RSS says ",2
It is remake of South Indian Telugu movie Arjun reddy ,0
I want top guys interest ppls call me 9502048332 ,0
Will maulana will give hindus to worship in his house. ,2
Bang on!!! ,0
"Another prejudiced idiot who is putting the cart before the horse. Interesting thing, they opined in such a fashion as if an expert in socio-psychology. AND it is Indian Express bring forward such idiots. ",2
Burnol sales on the rise owing to fiberals! ,1
Congress is bankrupt....they need to identify and develop new and young leaders... ,1
"Pee drinker talk when you sober, your soldiers apply holidays when war times comes. rapist nation ",2
Lol Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š Most of the IITians fly to USA? lol. ,1
"Muslim in India deserves reservation.
It is their right.
They are attacked all over India because they arent in mainstream. ",1
Eagerly waiting for your opinion finally.. Ã°Å¸ËœÂ ,0
Bro who hurt you? ,0
They follow their prophet's footsteps. Do I need explain more? ,1
Like Baahubali. ,0
Keep away from that mad aunty. ,0
"Real man is someone who has purpose in his life. Purpose makes our lives
meaningful. ",0
Plz review ,0
"Every IT company has a client profile unique to itself. If Infy and TCS were treated as market leaders to even WIPRO then it was and is wrong. INFY and TCS need not and should not rally with WIPRO rally. Market reaction will be company specific in a matured market. There's no fooling thru market or cheer leaders,, ",1
They will come out with a bicycle and undertaker will be riding it! ,1
@MASK Paul hii ,0
BJP agent ,1
This woman thinks spending an hour with one's own kid is a choice. She annoys me. ,2
No claps. She should be given slaps. ,0
"Do analysis of super30 .. education, corruption,money. ",0
it should be conceded that IITs are too much of an intellectual luxury .  They are expected to create more technocrats and scientist and Engineers.  I dare say more 80 % of the IITIANS are in non technical jobs.  Mostly in finance and banking and marketing.  The government should view that seriously.  Only the hardcore engineering aspirants must be given seats in IITS.  Successive RBI governors are IITIANS. ,1
"Callum Talbot, you are entitled to your opinion. Blessed that you are with a brain that's empiter than an hermits address book. Any Indian who condemns terrorisim should first stop terrorisim in Kashmir. It's like pot calling the kettle black. Jeez! ",1
Where were u in the past when  current ruler were in opposition and worst language was used against. ,0
I abandon to watch Bollywood movies since a year ago ,0
"Demonitisation is like a medicine, it might taste sour to most of us but will show its effect slowly and steadily.... ",1
just wasting the hard earned money of public... highly criticise such kind of act! y the hell they r paid so much.. ,2
"New Uttar Pradesh Restaurant ( India ) 2017.....

100% Vegetarian.....

Menu -
Veg Beef (Buffalo) - Not Available
Veg Fish - Available
Veg Chicken - Available
Veg Mutton - Available
Veg Egg - Available
Veg Whiskey - Available
Veg Tobacco - Available

Free Home Delivery on 4G Mode

Cheers..... Enjoy...... ",1
Nice yr ,0
#THANKY0UTAKER ,1
Be cool randians mind it this z called real sirgcal strike lol. Even ur own media is accepting it. ,2
So funny Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š great job ,0
You r right meera that being whatever you want is your choice ...The same way many women feel that working at office and fulfilling their dreams makes them happy ...Not every one is happy being a home maker ...And not every one is happy being a working mother so it depends on circumstances and choices we want for better life ,1
What is 377 I'm from pak idk plzz explain... ,0
"it is nor char saal like your western sponsor, arundhati. it is paanch saal in
india. you are so drunk on your western compensation, you forget about indian
election time table. shame on you. ",0
Poor implementation.... Not gonna win the next election for sure ,1
he said just because he wants attention of indians again no one listening his songs he wants to come back thats why he is targeting muslin religion ..he is above 45 year old did he first time listen prayer call... shame on you... and when this brutality end when muslim is allowed to eat beef in islam who they are to stop them... stop this forcefull acts ... just drink cows urine its your punishment from Allah.... ,2
"Rudra  
Calling her kutti is insult to bitches  
Arundhati is far wretched ",0
Okkk....just think logically...why does the creator god or bhagwan gav us tooth with both herbivores nd  carnivores........which i mean animals which eat only plants fruits etc hav unique teeth shape nd which is diff from carnivores but god gav us both ...front visible tooth are similar to carnivores and inside tooth are herbivores.... ,0
Those who lost credibility because of corruption now pointing fingers at Honest CM. First see at yourself what Congress have done in MCD along with BJP. Nobody knows are you there in MCD or not for 20 years? Never raise any issue for public cause. just hand in glove with bjp. Now there comes AAP so both bjp & cong want to show goodness & honesty. ,1
Love u kkr missss u ,0
I hate u Mumbai ,2
At this moment might with anything but it can't be compares with anything substance. He is someone who is wining since 1998 here if we have ridiculous corrupted non-deserving as well as playing vote bank politics are there so considering these all we we should say one of the proved Leader became CM. Rather not getting it through family inheritance like both ##pappu akhilesh nd rahul. ,1
National award on the way ! ,1
that uae mauka ad is hilarious xd #mauka #indvsuae #cwc15 ,0
Modi always talk like this.we should not take serious. ,1
Mutko's exclusion from the election is due to a clampdown on government interference in football. ,1
"Demonitisation brings a change to selected good candidate in coming Punjab, UP,Manipur,Goa election ",1
"Bhai tere naam was best film above kabir singh and arjun reddy. Because in the
end tere naam showed the consequences, what happened to radhe. Not like
these., Arjun Reddy and Kabir Singh os is temporary, but Radhe is permanent. Ã°Å¸â€Â¥ ",0
If Shanti Doots are abusing means he is right person LOL ,0
"I can see that this is not the correct movie for you bhai Ã°Å¸ËœÂÃ°Å¸ËœÂ it's ok I can
understand your opinion but I feel in this movie that hero himself is villan
of himself because of his mistakes he suffered lost his job lost his Identity
and almost lost his love but later he realized what mistake he had done and
came for his love. I can understand the doubts you have for the character
please try to watch deleted scene for Kabir Singh in YouTube then you may
somewhat hate it little lessÃ°Å¸ËœÂÃ°Å¸ËœÂ ",0
I love you apu ,0
'AAP' should be too alert of such people as many more such people may come to harm AAP. ,2
Anna is hard core RSS member ,1
vj_ind: @MASK #myteammypride #indvsuae #indwins wohoooooo :ddd we ... - http://t.co/q4j3j20bon #indiadefends http://t.co/ddeakvibrh ,0
You deserve 10 million subscribers. Ã°Å¸â€˜Â ,0
i am not pessimist but even then it got 10 minutes late ,1
I agree. ,0
You are fail fail faaaaaaaaail ,2
"He Can be made the CM. He's SO Cute and Cool :* :D :)

Anything is Better than Adityanath,so to say,yeah :D :) :/ ",1
These idiots are just playing with our sentiments AV has lost his ground and KV is now diverting this and making space AAP that's it . Its a bate for foolish people don't fall for it use your own mind . Kashmir is ours and will remain with us one pic or one video will not change any situation . We are getting ready to take Baluchistan our mind set is to take from PAK not giving anymore ,2
"Oh, Anna Hazare, still alive? ",1
Yea I agree with u ,0
Deposits of old notes in accounts of political parties exempt from income tax http://www.livemint.com/Politics/83hSnXRdZmz3K7RAfxPxVK/Deposits-of-old-notes-in-accounts-of-political-parties-exemp.html ,1
Heh turkey is the 3rd class pathetic country i know. ,1
Name mithun ,0
Anna  ginn will comeout before every election against AAP. :) ,1
RIP ,0
"jitne wrong kah rhe hn wo sare bi sexual hn.because its prove that all
homophofic are always homosexual ",0
Pakistan made mistake by giving access to Afghanis when Soviets were there...next time it wont happen ,2
Hahaha send more jokesÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š ,0
We don't spend one hour and rush off from our puppies. :/ Tanvi Lolap ,1
Jio = Failure !! ,2
virat kohli leads india to victory against pakistan: http://t.co/yxhffctq2r #bleedblue #indvspak #cwc2015 # http://t.co/ha1ksy0nsn ,0
"Great moovie .....i seen this in the evening show....great acting sahid and
kaira..... ",0
Great videoÃ°Å¸ËœËœÃ°Å¸ËœËœÃ°Å¸ËœËœ ,0
Another rice bag convert ,1
I strongly condemn killing of Indian soldiers.Humanity has died it is shameful act. ,1
"Give the man credit for speaking his mind. Loudspeakers should be banned no matter the place. It's a nuisance and hurts old people, animals, children and all human beings. Religion and faith is personal & private and doesn't need loud advertisement ",1
I am Ã°Å¸â€™Â¯ agree with you BOLLYWOOD Is garbage piece of SHIT. ,0
WAt a racist. No worries dude. Ppl like you will cease to exist naturally. Hahaha ,2
Yrrrr Saurabh let the Sardesai speak. Don't disturb him .... ,0
The industry has been penalised for something we have not done: Pawan Goenka ,0
what a style sirji ;-) !!!! #indvsuae #cwc15 #wewontgiveitback http://t.co/jbageoj7vu ,0
Huge rigging is planned by BJP ,2
Yes and BCCI is playing with Indian sentiment in favour of extra money. It is true... BCCI only sees money and not cricket quality or love of the fans... ,2
Lol modi is being vompared to pappu now ..didnt expect thatÃ°Å¸Ëœâ€š ,2
The fact is Indian govt can print 300 crores per day if they print in all available printing presses... ,1
"If everyone know this, then y Mr. Modi is not urging UN security to give Dawood's custody to India. Even he is not trying, I know this is difficult, but India can try. Ã°Å¸Â¤â€ ",0
hey guys he doing a really great job only thing is we thinking of present but not future. ,1
Baahubali 2 reviews #####                india today     4/5                                  time's of India 4/5                                     Hindustan times 4/5                                                   but you    (indian express) -2/5                     you are not able to give good reviews  but  makes articles on baahubali 2 (indian epic)  . ,0
"Who are these sus scofa supporting AR? We gather all these secularvengers, put
them on a plane piloted by Owaisi and send off towards The Indian Ocean. Guess
who would be the air Hostess?....Mamata Mufti , Kavita Khalid, Arundathi
Andrabi, Kannimozhi Khalifa. The toilets cleaning contract must be awarded to
Kamal Nath, Ashok Gul Ghelot, Rahul Rashid, Kamal Hassan. Happy landing. ",0
Ã°Å¸ÂÂ SuPerBÃ¢ÂÂ¤Ã¢Å“Å’ ,1
"Disappointed with Sambit for letting Khera speak non sense, he should be exposing openly. Y BJP is defendant against this corrupt parties ",2
Made in russia just painted in india Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š ,1
"@MASK Gupta ya they are smarter may be that's why they become lesbians  
lolÃ°Å¸Â¤Â£Ã°Å¸Ëœâ€š ",0
"[15:25](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=15m25s) I can't stop
laughing Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£ Ã°Å¸Â¤Â£ ",0
@MASK Thakur Thank you ,0
True Ã°Å¸â€˜ÂÃ°Å¸â€˜Â that's why i only watch hollywood movie.. Atleast its sensible ,0
"Marks philosophy has new significance ??
RUBBISH.
34 Countries tried for nearly 70 years and proved to be stupid.
Now 29 Countries got freed from Communism.
Only 5 Countries are remaining.
In India West Bengal after 34 year Communist rule proved to be a failure. ",1
She is the cocaine girl. What is wrong in that ? ,1
The best way to counter the BJP's anti beef army is to flood their computer with beef recipe. ,2
Kejriwal is only hope in politics.annahara baseless ,2
This man taught me how to be realistic .. ,0
"Just listen guys if our Government have accepted the LGBT community why don't
we??? I m A Straight I Still support
[#377Act](http://www.youtube.com/results?search_query=%23377Act)...  
Jese jiski soch...  
Be Real Human beings...dont discriminate Them  
When God Accepted Them They Dont Need Your Acception...Ã°Å¸Â¤Ëœ ",0
"What are you doing in USA?Come back to the motherland and enjoy Modiji's
golden rule. ",0
Day 12 of JNU Hunger-strike: Salute these heroes of young India who are fighting unfazed for justice. #StandWithJNU pic.twitter.com/nzJMLBsItj ,0
I am really dumbfounded at the bias of this political commentary that seeks to hijack the credit from a splendid performance of one party to be placed it with a mediocre one. ,2
mouka mouka to see @MASK 2morow again #indvsuae ,0
Trumph is right we indians tv channels shows how indian has been killed in US but if an army javan dies we never get to see ,0
for the first time in two years of government he is speaking sense ,1
Hello how r u ,0
David Clark just check the U.S. almanac and you will see where the U.S. has no official language or religion. Don't be stupid to argue if you don't know the truth. ,2
Yes bo ,0
"HDFC is a worst bank to bank with. Be it credit card/Loan/Accounts- they are just horrendous and big bunch of fake commitments and false people. All the employees are just bloody mo*****, Sorry being judgmental, but have dealt with nearly a thousands of them and all are the same. JUST A BUNCH OF A******S ",2
"Dat cunning woman Arundhati need a doctor she is sick I feel sorry for her n
over her situation lost cognitive sense ",0
"how many times did you have to practise to pronounce the words 'misogynistic'
and 'toxic masculinity'?? ",0
Your videos are blessings :) ,0
Isnt it's her choice to work or not? She and only should decide what best for her not others ,1
Its not petrol... Its crime patrol... ,0
Brain Washed Hindu. BJP vote bank ,1
"I do not understand what you mean by India doesn't have Sharia Law. There can't be any restrictions on Appeal or advise. The leaflet does not name Nahid or any person it just says music is prohibited in Islam which is true
We are democratic country and follow democratic laws.
Every single time the paid and corrupt Indian Media blames Islam all narrow minded people take up arms and brand Islam as Evil.
Please watch Ndtv Prime time by Mr. Ravish Kumar who is the most decent person in Indian Media ",2
"kohli to afridi ""beta tumse nah ho paayega"" #indvspak #indiavspakistan ",0
Puppet channel ,2
Modi ji could u plz get tax from business men s pockets like v service people... then i vl b with u ,1
"Now this idiot realises truth after being slave of a Single family rule , who destroyed our nation all these years !!!!!!!!!!!!!!!!! ",2
Great bro.. ,0
She must be sent to jail for anti national activities under NSA and PSA ,0
"Nusrat Nazir Saudi Arabia is well documented for systematic discrimination against the expatriate laborers not just from India but also from other countries like Indonesia, Philippines, Pakistan, Bangladesh and so on. In fact, some nations had to put stop to labor immigration because of the horrible treatment their citizens received under Saudi system. ",2
I hate both loud speakers whether played by Hindu or MuslimÃ°Å¸ËœÂ£. ,2
Army is not raping u fool.u r brain washed..army is there to maintain peace..i have realised thay kashmiris are the most duffer people on earth..shame on u.. ,2
"If you still think Cho was speaking as a sycophant of Modi even after his demonetisation move, you must be extremely anti-Modi. ",1
Wrong choice for Bheem ,2
"Respected Person, pl all areas Handover to India Army and order to shootout every naksaliyon ",1
I love you ,0
Next role of preeti Is for pratik.. ,0
yeyyyyyyyyyyyy #indvspak sir jadeja is trending Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š ,0
"Mohammad Usman. Get out from my country. 
Partition was based on two nations theory. So ALL MUSLIMS SHOULD HAVE GONE TO PAKISTAN. ",2
"What he said and what are you quoting?

Wish you looked at the video in an unbiased manner.... ",1
"Belive me nothing wrong will be proved  , useless media  useless  sebi  useless  govt ",2
Na kashmir rahega na pakistan rahega ishfaq bhosdiwaale sabr ka intehaan le raha hai tera katwa pakistan ,1
Samsung Mobile has made some big changes in the Galaxy S8 ,0
Brother you talk to you right ,0
ANDH BHAKT SPOTTED ,1
Sorry Bad message(Gay people Nice ) ,0
team india o'rconfident naa hoiyo! #indvsuae ,0
Very nice video sir ..... Best one og yours.... Best reply to feministsÃ°Å¸ËœÅ½ ,0
Not actually they r suffered we small businessman also in dis list no industry no infrastructure ,2
"The less you talk of this bugger Sonu the better.People of any Faith  be it  Islam ,Hindu or Christian should have no problem when holy Azaan is sounded vide Speakers or Bhajan broadcasted through Speakers  be it at any hour of  time,we should learn to respect and acknowledge the Holy essence of both the  Religion. ",2
You are not getting it. You should also vehemently oppose Bhajans if it is played at a high volume at unearthly hours. Please don't look at it in the  perspective of religion  but rather view it the light of your Democratic rights which none has right to violate. What if one of your family is unwell and trying to sleep when some loudspeaker starts blaring whatever may be the duration. ,2
We have already given them reply in surgical strike they r rats in front of g8 army...They send their terrorist fight with all of them will b send to hell ,1
"@MASK Paul , would you please give me your IMO or whatsapp number? I want to
chat with you. ",0
"Right! And parties like CPM, Congress, SP, who go out and blatantly ask for votes from a particular community promising goodies in return are obviously promoting communal harmony. Well done. You've cleared this level. Achievement unlocked: d1ckheadedness ",1
Nikhil Sinha So you mean to say a country without Muslim is the safest country in the world? Japan(a country with no Muslims) is on the 8th spot of most peaceful countries. Iceland(a place where 0.3% people are Muslim) is on the first place. Clear your misconceptions first about Islam. ,2
All the diesel and petrol are being mixed with kerosene ...so our vehicles Do not last.. ,1
Terrorism does have religion when it's motivated by religion. ,2
Then why such a Tweet. ,1
#hinduphobe indian media burn burn ,1
Why the eccentric lady is still in India? ,0
Watch out for Lakshmi vilas bank n delta Corp timorrow ,0
I don't see any reason in my favor to pay the fee happily :/ ,1
Islam never said in Quran shout on loudspeaker...  Yes every excessive use of loudspeaker should b ban...  U visit malwani in Mumbai n okhla delhi during Friday...  U will hardly find noise in okhla kutba shouting...  But in Mumbai malwani they shout for prayer call every day one after another on masjid speakers n kutba is like as if American r just about drop bomb n molvis giving his last speech before    raging war against America... Why it's so ? in Muslim area they don't use Mike as they use in mix locality... ,2
