Sentence,Category
I was pleased to talk to my dear friend Narendra Modi India's PM over the phone to congratulate him on his party's election win. We look forward to working together to deepen our strong bilateral ties. The UAE wishes India & its friendly people more development & prosperity,NAG
Called on respected Advani Ji. The BJP's successes today are possible because greats like him spent decades building the party and providing a fresh ideological narrative to the people,NAG
The sun sets on this term but the brightness our work has brought will continue to illuminate the lives of millions. A new dawn awaits a new term beckons. We are even more determined to fulfil the dreams of 130 crore Indians and create the New India all of us dreamt of,NAG
The largest democracy in the world has voted. I warmly congratulate Prime Minister @NarendraModi. I look forward to meeting him again soon and deepening our India-France strategic partnership,NAG
Congratulations @narendramodi Ji & @BJP4India for winning the #LokSabhaElections2019 . Looking forward to a Miraculously Progressive United India,NAG
Now the time has come to take the Chowkidar Spirit to the next level. Keep this spirit alive at every moment and continue working for India's progress. The word 'Chowkidar' goes from my Twitter name but it remains an integral part of me. Urging you all to do the same too!,NAG
The people of India became Chowkidars and rendered great service to the nation. Chowkidar has become a powerful symbol to safeguard India from the evils of casteism communalism corruption and cronyism,NAG
Thank you India! The faith placed in our alliance is humbling and gives us strength to work even harder to fulfil people's aspirations. I salute every BJP Karyakarta for their determination perseverance & hardwork. They went home to home elaborating on our development agenda,NAG
The politics of winning elections by hiding behind the valour of armed forces n in the name of caste n religion was done. Rahul ji made many attempts to make the campaign issue based. But they didn't bother about this n were successful. On many such times ppl also get carried away,CAG
"Saying ""sabka saath sabka vikas"" is one thing for them its meaning is different n for us it means development of all religions castes n all sections of society. Therefore only time will tell if Modi ji n his govt live up to expectations wch ppl hv expressed through this mandate",CAG
It's disappointing that issue based campaign was not done in this election. The campaign was not about what you will do for the country or for the farmer for poor for villages for dalits or for backward class. No discussion related to schemes for employment of youth was made,CAG
I am happy that I was right that economy is not an overpowering factor if Hindutva and anti corruption are the campaign issues. So we escaped incompetent macro economic performance. But if economy collapses then it will become an issue,OAG
May be instead of Chowkidar I should affix Mazdoor because I construct a multi-storied building for the party by fighting all these cases but do not get a luxury apartment to live in it. Lord Krishna explained why to Arjuna after the war,CAG
Ram temple is unfinished work from the previous 5 years. It was in cold storage till I went to SC with a new petition asking for my fundamental right to pray where faith says Ram was born. Now I ask Namo govt to hand over the nationalised land to construct it,CAG
Court Order will not and cannot decide on faith issues but on property issue. Only Hindus have issue of faith. Sunni Wakf Board does not and cannot have issue of faith on a question of location of a mosque. So Grandpa read some law before pontificating,OAG
Either you are dumb or a Congi. Where did I say Congi should revive?,OAG
Let Namo have a free hand. It was his strategy of combining micro economic welfare national security and Bail Gaadi that got us this historic mandate in 2019. But now macro economic situation is in a crisis/mess. That is the priority to fix,NAG
Congratulations to PM Modi & the NDA for a resounding victory. This election saw strained narratives and fierce competition-ultimately the people hv spoken. We accept this mandate with humility & proudly maintain our rich tradition by committing to work collectively for a better India,NAG
Modi Govt 2.0 shouldnt start on a 'dead idea' of 'taxing cash transactions in banks' or Inheritance tax' on Property. This will only hurt small businesses shopkeepers students migrant workers & the common man. Reviving such taxes will burden the economic revival!,NAG
CWC is a democratic forum to exchange ideas & take corrective action. Congress expects everyone including the media to respect the sanctity of a closed door meet. Various conjectures speculations insinuations gossip & rumour mongering in a section of media is unwarranted,NAG
North-East India is no more a fringe region of India. PM @narendramodi ji has made the region a core part of India's development agenda. With love the people of North-East have given a solid support to @BJP4India,NAG
Congratulations to the winners. But all losers are not losers. We have to do a complete review and then we will share our views with you all. Let the counting process be completed fully and the VVPATs matched,NAG
Rahul Gandhi is not the cause but the symptom of Congress' crisis where: Lightweights float but heavyweights sink. No one from the ranks can ever reach the top. The family is the Fevicol needed to keep its warring factions together. If not Rahul they would need Priyanka,NAG
What does it mean to respect peoples' mandate? We may not like the verdict but we carry the duty to listen and willingness to learn need to reflect and courage to act,NAG
We are firmly in the age of BJP hegemony a mix of electoral popularity coersive power and ideological legitimacy. This poses a real danger: the public could be mobilized to undo our republic,OAG
The voters may have been under-informed deluded distracted or prejudiced as all of us are. Yet we must listen carefully and respectfully to what they are saying,NAG
Strongly condemn destruction of Guru Nanak Palace in Pakistan. Have urged @PMOIndia @narendramodi to impress upon @pid_gov to probe the shocking incident & ensure punishment for vandals & prevent recurrence of such attacks. We in Punjab Govt can rebuild the property if allowed,NAG
Listen to this excerpt of #AtalBihariVajpayee ji's 1997 interview by @RajatSharmaLive ji on @indiatvnews program #AapKiAdalat. Atal ji's prediction so many years back that @BJP4India would reach 300 seats & Congress would be decimated has come true!,NAG
6 & 9pm Nationalist watch how the Mind has been hacked in last 5 years I am sure this is not radicalisation for Modi voters but a Natural treatment for Muslims. this will be watched by Muslim youths will increase alienation & marginalisation - well done Hackers,OAG
In 5 years the only thing he managed to add is 2 more words to his baasi slogan. Vishwas is only possible when you start living up to your Oath & believe the Constitution. Otherwise this Vishwas talk is just lip service plagiarised from an editorial in The Hindu (& we know it),CAG
It is astonishing that Rahul Gandhi has not yet resigned as Congress President. His party performed very poorly; he lost his own pocket borough. Both self-respect as well as political pragmatism demand that the Congress elect a new leader. But perhaps the Congress has neither,OAG
"What in all probability awaits the Republic: ""Greater communalisation greater centralisation of decision-making more capricious policymaking greater leeway for big corporates and multinationals greater hostility towards independent media.""",NAG
"I am shocked that the Karnataka Government has filed an FIR against an editor. Googling the editor I find his paper once called me ""worse than a terrorist"". I must still insist on his freedom of expression being protected",CAG
"My column in @ttindia on how ""Modi Hatao"" worked as badly in 2019 as ""Indira Hatao"" had in 1971; how the nation has once more become captive to a cult of personality; how the recasting of India as a Hindu State is deeply worrisome for the Republic",OAG
"In light of the election results I am posting a talk I gave at Georgetown University in 2017 on ""The Long Life and Lingering Death of the Indian National Congress"". Do listen and not just to the 'lingering death"" part!",CAG
Hate crimes begin hours after 'Sabka Vishwas' speech. Muslims attacked in Gurugram and Madhya Pradesh. Will top @BJP4India leaders publicly condemn these crimes?,CAG
"""Modi Won Power - Not the Battle of Ideas"" writes Nobel Laureate Amartya Sen",CAG
"""Layer upon layer is written on the India palimpsest. no succeeding layer has ever succeeded in completely erasing what had been written previously. this is the complex and mysterious personality of India"" :#JawaharlalNehru",NAG
PM @narendramodi led a class war against the educated elite in 2019 elections. How liberals can reinvent their message amid this wave of anti elitism. My op Ed in today's @timesofindia,OAG
Inclusive reassuring speech from @narendramodi after dreadful language of 2019 campaign. PM's message on safety for minorities needs to be heard in all sections of sangh parivar,CAG
Instead of this #CongressWorkingCommittee should have followed their leaders example and all resigned en masse. Creative destruction for rebirth was needed. Opportunity lost,CAG
Big developing story. @RahulGandhi adamant on resignation as @INCIndia looks for a successor. Just the shock the party needs to wake up from decades-old lazy complacency,NAG
"Thanks @waglenikhil. There is nothing ""elitist"" about Khan Market--its a market created by post Partition refugee families who have built an Indian success story through hard work and open-mindedness. Thats why Khan Market is a role model for liberals all over India",NAG
"After historic win Modi needs to return to his original slogan ""minimum government maximum governance."" Less government more freedom step on the gas on reforms cut license raj. @swaminomics",NAG
And today in the Central Hall ¦@narendramodi recalled a question I had asked him in the interview- who is Modi's challenger - and he said Modi's challenger is Modi. #ayegatomodihi was the slogan of the campaign!,NAG
Decoding politics and the legal world at @arunjaitley residence this evening!! While @arunjaitley gave us lessons on the myths that were busted this Election his friends @rnk88888 and Mukul Rohatgi gave him their views on the Mandate. Good to get a glimpse of buddy chatter,NAG
History will remember you as a cheerleader for the facists & will remember us as the unorganized voices fighting it,OAG
Need answer to only one question today- How come RSS functionaries speaking on TV panels are 'neutral' political observers/experts? TV anchors why do you mislead your audience and not tell them they are parent organisation of the BJP and represent their ideology and politics?,OAG
Well-meaning people from majority community- Modi 2.0 will radicalise young Muslims. For heaven's sake it's not the Muslims who are choosing Pragya Thakur over Atishi Marlena. The truth is with Modi 2.0 radicalisation process amongst Hindus-Young & old-is complete. Worry about this,OAG
a SOLID SLAP on my face as More ABUSE TROLL and HUMILIATION come my way. I WILL STAND MY GROUND. My RESOLVE to FIGHT for SECULAR INDIA will continue. A TOUGH JOURNEY AHEAD HAS JUST BEGUN. THANK YOU EVERYONE WHO WERE WITH ME IN THIS JOURNEY. JAI HIND,OAG
The line of the evening came from @_YogendraYadav. Explaining the intellectual elite's surprise/dismay at Modi win he said: our elites have become like Russia's on Revolution eve who spoke with each other only in French and kept wondering what the peasants were angry about.,NAG
Respecting people's mandate doesn't mean worshipping those who win elections @_YogendraYadav writes #ThePrintOpinion,NAG
Rahul's Left-leaning aides helped Modi brand Cong 'deshdrohi' blogs party media head then deletes. Says same people took RG to JNU and invited 'tukde-tukde' slur manifesto promise of repealing sedition changing AFSPA a blunder @khanthefatima reports,OAG
Talent deficit biggest challenge for Modi as he builds new council of ministers. Our associate editor @RuhiTewari reports,NAG
Modi and Amit Shah should worry: No party winning such a huge mandate has retained it. So there's no room for complacency to ensure that 1971 & 1984 isn't repeated R Jagannathan @TheJaggi editorial director of Swarajya writes,CAG
Is Congress dead what are Rahul's options and how if at all can it be revived. What if somebody stopped seeing it as India's GOP permanently entitled to power but as a start-up with a capital of 12 cr votes.,CAG
When a community votes based upon rhetorics n hate towards other community n doesn't even question govt on fulfilment of promises made in last election n doesn't care 2 demand basics like edu healthcare jobs etc then it's dangerous 4 d nation n 4 d community too. What do u think?,CAG
Will India not get LOP again for a second time? It's a matter of deep concern that what to say of @INCIndia giving India a PM it has failed 4 second consecutive term to give India even LOP. Without LOP the checks and balances duly mentioned in the constitution can't be observed,NAG
Went to THE Khan market yesterday. Parking staff store owners shoppers everyone was congratulating eachother for @narendramodi's win. Have never seen this public celebration of an election. A poll win is the people's win when everyone shares the sense of victory. Sabka Vishwas earned,NAG
It surprises me to no end that even senior journalists working in main stream media are ignorant about the CFSL report on JNU videos proving they were NOT doctored. Or they are just pretending & morally supporting Tukde Tukde Gang? Such people should take a cue from election results,CAG
The more things change the more they remain the same. Another election lost another resignation offer and may I predict another rejection. The Congress will once again go through the motions of requesting Rahul Gandhi to 'save the party'! #familydrama #ragadarbari,OAG
Tonight at 9: as two attacks on Muslims are reported within days of the BJP's big win can Modi 2.0 reassure minorities as the PM promised?,CAG
Also at 9pm: why it's not true that this election was a vote against dynasts. It wasn't. 30 percent of the newly elected MPs are from political families. The highest ever. And it's across parties even the BJP. What explains this?,CAG
Also at 9pm: did you know our Parliament has a record number of MPs facing criminal cases ? What does that tell you about our democracy ?,CAG
I'd campaign all over again 4 these candidates even if I knew in advance that they'd lose- they represent the true spirit of democracy the values of r constitution & the fight against hate & The 'right-ness' & importance of these values will never die no matter what no.s Say,NAG
ONE DAY AFTER ELECTION RESULTS- NOT FAKE NEWS! Gau Rakshaks In MP Attack 3 For Allegedly Carrying Beef Force Them To Say 'Jai Shri Ram',NAG
Hindus of India have voted for Modi. They didn't give a shit about hate crimes against minorities. The votes of Muslims Christians and dalits were not enough to defeat the fascists. Hate and violence is the future of India now,OAG
Note to supporters of all political parties: Be gracious to those whose leaders have won and be kind to those whose leaders have lost. Be nice. It neither takes away from your happiness and it neither adds to your sorrow,NAG
In Pakistan Terrorist Hafiz Saeed's Party had fielded 265 Candidates. People of Pakistan ensured everyone Lost. People in India voted and ensured victory for Terror accused Pragya Thakur and are feeling proud about it,CAG
Coinciding with Modi's election to a second term 'The Hour of Lynching' is an important documentation of how Muslims were used as mere fuel to fire up the Hindutva hate machinery that has radicalized white collar and blue collar alike. It isn't the EVMs,OAG
Any woman who covers her head can testify that this happens quite routinely at airports and other facilities that require frisking. Instead of using non-intrusive methods like metal detection authorities tend to use humiliating intrusive frisking of religious headgear,OAG
Humility in Victory and Gracefulness in Defeat is the mark of great men. It takes great men to build a Great Nation. -Sg #ElectionResults2019 #LokSabhaElections2019,NAG
It's time to remember that an election has been fought to uphold one of the oldest civilisations on the planet. Both victor and vanquished should work to usher in an ethos that befits the refined & inclusive culture to which we are heir. -Sg #Election2019Results #Verdict2019,NAG
Once you elect a government you must give them five years to manifest something of significance. Only then can the nation move forward. #SadhguruQuotes #IndiaElections2019,NAG
Congratulations to the people spread across this great nation and to all the officials agencies and the forces who have successfully pulled off the greatest democratic phenomenon on the planet. -Sg @ECISVEEP @crpfindia #ElectionResults2019 #IndianElections2019 #Verdict2019,NAG
"Just a heads up. Every op-ed and Twitter thread talking about a victory of ideology narrative or spirit ""and not talking about monopolies on money media and tech“ is part of the New Big Lie",OAG
How long will everyone keep getting played by the likes of Payal Rohtagi Baba Ramdev and their ilk? Their comments are purely aimed at getting some eyeballs from the powers that be. Liberal outrage ensures that. We are playing into these distractions repeatedly,CAG
This mandate makes it clear: India will need critical questioning professional standards institutional & historical memory accountability and solidarity more than ever. And as ever: To be truly radical will be to make hope possible rather than despair convincing. #ModiPhirSe,NAG
Nothing is as pointless as broadcasting political despair / bemoaning the 'Victory of Majoritarianism'. Edit out the panic and defeatism rest a while in silence if you need it and then find new ways to make your beliefs relevant â€“ sharpened â€“ and convincing,NAG
"Bigots never really want to debate. They want to recruit. When they say they ""debate me"" what they are saying is that they would like for you to use your platform to direct a population's attention to them because statistically they can sway at least a few from any large set",CAG
The Sangh parivar wants to purge people who don't agree with them from the cultural academic and intellectual landscape of India. Sorry guys you will not succeed in turning society into an arid wasteland. And The Wire will be there to tell that story,CAG
An Indian election where an @AtishiAAP despite her super work in education comes third in the election and a terror accused Pragya Thakur wins must ask some searching questions of what is the future of electoral democracy. Do elections 'reward' lowest common denominator?,CAG
A piece of election trivia that stands out: 76 women have won in this Lok Sabha the highest ever. Hope it leads to a change in mindsets too! #IndiaElects,NAG
Level of idiocy in election analysis keeps growing. A story put out suggests BJP won in Muslim dominated districts because Muslims voted for BJP; prime time debates with zero data held on tv! Data shows Hindu Muslim polarisation peaked in areas with large Muslim population,OAG
It is a disgrace that @indiatoday had to be shamed into releasing the chunk where their senior anchor was called out from Gurugram to Godhra for peddling a fake narrative only to malign Prime Minister Modi and his govt. Don't go by the text of their tweet listen till the end,CAG
"""When I despair I remember that all through history the way of truth and love have always won. There have been tyrants and murderers and for a time they can seem invincible but in the end they always fall. Think of it - always."" Mahatma Gandhi. Gandhi's India can never be defeated",NAG
I finally got it. The BJP and the RSS. Are not God-Ke Lovers. They are God-Se Lovers,OAG
Modi Ji The battle is over. Your Karma awaits you. Projecting your inner beliefs about yourself onto my father won't protect you. All my love and a huge hug. Rahul,NAG
Congratulations to all those who took oath today. This team is a blend of youthful energy and administrative experience. It has people who have excelled as Parliamentarians and those who have had distinguished professional careers. Together we will work for India's progress,NAG
Congratulations Modi Ji. Excellent Press Conference! Showing up is half the battle. Next time Mr Shah may even allow you to answer a couple of questions. Well done!,CAG
I accept the verdict of the people of India. Congratulations to the winners Mr Modi & the NDA. Thank you to the people of Wayanad for electing me as your MP. Thank you also to the people of Amethi. Thank you Congress workers & leaders for your hard work in this campaign,NAG
My father was gentle loving kind & affectionate. He taught me to love & respect all beings. To never hate. To forgive. I miss him. On his death anniversary I remember my father with love & gratitude. #RememberingRajivGandhi,NAG
Here are some more pictures from the swearing-in ceremony. Grateful for everyone's blessings. The occasion was made even more special by the participation of esteemed world leaders. I thank them for being a part of today's programme,NAG
From Electoral Bonds & EVMs to manipulating the election schedule NaMo TV 'Modi's Army' & now the drama in Kedarnath; the Election Commission's capitulation before Mr Modi & his gang is obvious to all Indians. The EC used to be feared & respected. Not anymore,OAG
Dear Mr Modi Your recent statements interviews & videos are giving India the distinct feeling that you're cracking under presssure. You are however certainly right to be nervous about the results,OAG
Here's the link to my interview with CNN18's Arun Singh & Pallavi Ghosh. Ps. When will Modi Ji stop doing over produced fake interviews with Q's given to him in advance & start doing unscripted spontaneous ones like this?,CAG
India is proud of all those brave men and women martyred in the line of duty. Paid tributes to our brave soldiers at the Rashtriya Samar Smarak. Our Government will leave no stone unturned to safeguard India's unity and integrity. National security is our priority,NAG
Gabbar Singh Tax and Demonetisation destroyed crores of jobs causing tremendous pain and badly damaging our economy. The Congress Party is committed to GST 2.0 - a single GST with simple reporting. Here's a short video setting down the Congress Party's vision for GST 2.0,CAG
Sri @AmitShah Ji After your stupendous leadership as President of @BJP4India that ensured a historic mandate for party your joining the #ModiCabinet shall lend massive strengths to the Government of India. I extend my heartfelt wishes on this momentous day. #ModiSwearingIn,NAG
#NarendraModi has taken good care of caste age and regional profile as also merit in the new #Cabinet which saw several former ministers being dropped and inclusion of new faces including #BJP president #AmitShah and ex-foreign secy #SJaishankar,NAG
The UN designated @KirenRijiju as the Disaster Risk Champion for the Asia-Pacific Region for his work in the area becoming the first Indian to be conferred with this honour. #ModiSwearingIn,NAG
#NarendraModi took over as prime minister for a second term on Thursday after he was sworn in along with Union ministers including #BJP president #AmitShah #RajnathSingh #NitinGadkari and former foreign secretary #SJaishankar a surprise pick,NAG
Anurag Kashyap says nobody should be scared to speak up in a democracy,NAG
It is time we work towards creating a world where every human being can blossom and be like a flower bursting with love and ecstasy. #SadhguruQuotes,NAG
Setting new standards in journalism! Do these chaps operate out of Rahul Gandhi's dog house?,CAG
Did you notice none of the so called 'secular' parties have hosted Iftaar so far? They dumped their 'sham secularism' and started temple hopping at the first instance of Hindu awakening.,OAG
Statistically if 479 VVPATs are tested among the total EVMs that have been used for a set of polls and if no mismatch is reported it can be concluded with 99.993665752% confidence that margin of error is less than 0.02. EC will be checking 20625 VVPATs instead of 4125 earlier!,NAG
It is a disgrace that @indiatoday had to be shamed into releasing the chunk where their senior anchor was called out from Gurugram to Godhra for peddling a fake narrative only to malign Prime Minister Modi and his govt. Don't go by the text of their tweet listen till the end.,OAG
Yesterday BJP President Amit Shah had to be protected by security men using riot gear as TMC hoodlums hurled objects. This was wilful dereliction in his security on part of Mamata Banerjee's administration. #SaveBengalSaveDemocracy,OAG
As the dust settles one must ask media and public commentators on how they couldn't see the Modi wave a phrase that has been done to death post 23May! Curiously will the folks blinded by Modi hate who got both 2014 and 2019 wrong now hang their heads in shame and retreat?,OAG
The first exit poll is out. Also Shivbhakti is now drama for Rahul! #JeetegaToModiHi,OAG
Why is Mallikarjun Kharge so upset with PM Modi for suggesting that Congress may not win even 40 seats someone asked? Because Congress plans to hail Rahul Gandhi as a political genius if the Congress manages anything more than 44 and a number of 40 simply ruins that plan,CAG
Ironically those who castigate Savarkar for the 'petitions' advocate human rights and mercy petitions of Ajmal Kasab Yakub Memon Afzal Guru and the Maoists and their intellectual fountainheads. Excellent piece by @vikramsampath that busts several myths,OAG
If lineage and record of that lineage is a person's calling card and family experience the sparkling point on his CV then in that same pack will be found by his political rivals other cards which would help them pose a challenge to the dynasty-led party. https://timesofindia.indiatimes.com/blogs/toi-edit,CAG
Questioning the EVM amounts to insult of democracy,NAG
Opposition parties don't have courage to accept defeat. This is the difference between opposition and BJP. Modi came back strong after Rajasthan and MP state election loss because they accepted and worked on improvement,CAG
i am seeing all TV channnel in india are day in night chewing the same topic of exit polls. this is very boring and dull. It is only one news should occupy 10% of the time but it is occupying 99 % of the time,NAG
When a news channel seems to take positivly one side (which is quite evident from all your headlines and way of speaking) it looks very cheap. it is against the ethics of journalism. Being always a neutral is required. In fact give all dimensions of issue is needed,NAG
The news we have been hearing on social media seems to be true then. Its very shameful that the opposition parties are so incompetent that they are not introspective. Its very disappointing that they are threatening bloodshed if defeated. Thank God we didn't chose them,OAG
I fail to understand the opposition's chant of EVM hacking. If the BJP people were expert in such things they wouldn't have lost the State elections in MP CG etc. So everyone should accept the ground realty and accept the results of 23rd May,NAG
The #MahaGathbandhan would be trying best to hack and change #EVM they all are most currupt. Beware #BJP4India take the #EVMHacking seriously. One mistake and they'll change everything. Opposition will do anything and spend any amount of money to get power and change #EVMs,OAG
The landslide for the BJP is a victory of propaganda over truth; of money over decency of hate & bigotry over love; resignation over hope. The India imagined by our Constitution has lost. To those who feel all is lost I say; The world has seen darker times. We must persevere & rebuild,NAG
As jobs crash farmers die economy in ICU Acche din nowhere in sight Modi first hides data then fudges it & finally begins blaming Jawaharlal Indira & Rajiv for the havoc he has wrought on the country. Who next? Motilal Mahatma Gandhi Ambedkar Bhagat Singh?,OAG
The SC asked EC to respond to Tej Bahadur's petition on rejection of his nomination against Modi from Varanasi. Rejected by RO on ground that he didn't produce a certificate from EC that he wasn't dismissed for disloyalty or corruption. Was dismissed for refusing substandard food,NAG
As Delhi votes today it is important to understand that this election is a fight for the survival of our Republic which is severely threatened by the Modi government today. Vote for whichever candidate you feel is more likely to defeat the BJP. Nota is a wasted vote today,OAG
Apart from previous history of most exit polls being wrong TimesNow showed BJP winning Chandigarh tho Cong had highest vote share. Showed AAP getting votes in Uttarakhand tho they are not contesting! Stock market went up 1000 pts due to #ExitPoll2019. Done to push up BJP & market,NAG
The humble Chowkidar's 7 star lifestyle: 5 house residence on 15 acres >500 Cr on his Foreign travels in his personal JumboJet >4400Cr on his publicity 3 designer dress changes a day expensive glasses. Costs us 1000s of Crs to keep Chaiwala in poverty!,CAG
So women holding placards & protesting peacefully outside the SC against the ex-parte 'clean chit' to the CJI by the In-house committee of his colleagues are arrested & taken to police station. Does Constitutional right to protest not apply to the Supreme Court?,CAG
A unique & most sinister impact of the Modi govt is the systematic destruction of Institutions. Judiciary EC CAG Media CVC RBI CBI ED IT dept Universities. All have been suborned to be used for the benefit of the BJP & Modi/Shah rather than to protect democracy & rights,OAG
How did Govt know in advance that pricing details of Rafale would be removed from CAG report? It has never happened before? Why did govt conceal removal of all AntiCorruption clauses in the deal? Why did it conceal note of experts in INT on benchmark price?,CAG
Graduates trying to sell 'Modi pakodas' arrested ahead of Modi's rally in Chandigarh! So if you follow Modi's advise you are arrested?! Maybe now he feels that putting people in Jail is a better way of providing them employment!,OAG
Just observe Rahul's body language in this interview with Ravish: Calm confident rational & straight. Contrast with Modi's body language in his speeches: Tired angry confused & desperate. You can judge from these itself as to who is winning the elections.,CAG
If Modi's claim that he ordered IAF to strike Balakote in cloudy weather (so they could avoid radar) is not Feku it has serious implications. 1 Modi orders IAF to fly dangerously in bad weather w/o any knowledge of radars. 2 That's why bombs missed targets,OAG
Pragya's praise of Gandhi's assassin must have Modi's approval. Godse was God sent Gandhi should have been hanged Godse had valid reasons to shoot Gandhi I'm a big Godse fan so what? What's common in these tweeters? They're all followed by Modi!,OAG
Modi's first press 'appearance' just before his 'dissappearance' from public life. Apart from the fact that he answered no questions his body language gave him away. 'Ab Kya phir se Chaiwala banna padega? Ya pakode talne padenge?',CAG
The SIT probing Gauri Lankesh's murder is unraveling the chilling Right wing Hindu terror gang involved in bomb making & accused of multiple terror attacks including Samjhauta express by multiple agencies. Many are co-accused of BJP candidate Pragya Thakur,OAG
Why our Institutions our Democracy our Republic & indeed civilisation itself has been threatened by the Modi govt. What has happened to the Judiciary & corruption there. Why we need a robust people's movement to reclaim our Republic. I explain in this podcast,CAG
3622 Crores of anonymous funding received by Political parties in just March/April thru Electoral bonds introduced by Modi govt in the name of 'Electoral reforms'! 96% of it has been going to BJP. Most would be kickbacks from Ambani/Adani etc. Acche din have come for BJP & Modi!,CAG
Circulating lies fake news & false claims suppressing data & destroying statistical organisations has become the Hallmark of the Modi Govt. Media has been bought EC & CAG Caged & the judiciary tamed. Modi himself presides over his army of trolls. Our Republic severely endangered,OAG
Law students read law ethics & common sense to the BCI Chairman's (who has illegally clung to office by not holding elections for many years) ham handed irrational & fawning defence of the CJI in the sexual harrassment case against him,OAG
Protests against 'clean chit' to CJI's in sexual harassment case: After the detention of 52 women activists & lawyers yesterday in front of SC another 17 women activists were detained today at Rajiv Chowk. Let off after 5 hours after asking all personal info. No right to protest?,CAG
In debate started by @_YogendraYadav remark that 'Cong must die' for alternative politics to emerge I agree largely with @PalshikarSuhas who disagrees with Yogendra & points out that despite many weaknesses of Cong at present it is the only & far better National alternative to BJP,CAG
Must read: 'Modi's New India: It is a reflection of its progenitor: culturally arid intellectually vacant emotionally bruised vain bitter boastful permanently aggrieved and implacably malevolent. The Indian elite have selfishly aided this project' https://amp.theguardian.com/commentisfree/2019/may/21/five-more-years-narendra-modi-india-dark-place?,OAG
"Washington Post on what Modi's win bodes for India: ""The worry now is that Mr. Modi will take his resounding victory as a mandate to double down on Hindu nationalism rather than pivoting back to the needed economic reforms""",CAG
After hiding NSSO data & making the Heads of Statistical organizations resign it now transpires that Govt revised GDP data upwards by using fabricated 'data' of 37% non existent companies! NaMo & Co: Forgers & Fabricators!,OAG
"Time Magazine: Can India endure another 5 yrs of Modi? ""As India gets ready to give this willful provincial so emblematic of her own limitations a second term one cannot help but tremble at what he might yet do to punish the world for his own failures""",CAG
Despite Modi's victory speech that we must take Muslims along the Lynch mobs in BJP ruled Haryana continue to batter & humiliate Muslims just outside Delhi. Will strong action be taken against these mobs or are these just words for public consumption?,CAG
The SC rejected TejBahadur's petition challenging rejection of his nomination paper against Modi for not producing certificate from the EC that he had not been dismissed for corruption or disloyalty. Modi's election (if he wins) can now be challenged on this,CAG
Those who ask: If not Modi whom? See what he did in 5 yrs: 5Cr jobs lost; farmers in huge distress; Judiciary EC CAG Lokpal CBI CVC NIA media etc all under seige. Lynch Mobs hate & fake news let loose on streets media & social media. 5 more yrs will mean end of civilisation,OAG
Never been a more unequal election in India. 90% money & mainstream media with ruling party. Unprecedented lies & propaganda. All institutions especially the ECI under their control & used blatantly for partisan political purposes. Yet they will lose. People have seen thru & are fed up,OAG
We have never had a more partisan ECI which is brazenly acting as an arm of the BJP,OAG
Despite SC ordering the RBI to release list of defaulters inspection reports of banks etc RBI under Modi has refused to release this info. Today in contempt proceedings the SC has again ordered RBI to disclose it. Will Chowkidar comply?,CAG
With SP nominating real Chowkidar BSF Constable Tej Bahadur as it's Candidate against Fake Chowkidar Modi the Congress should withdraw it's candidate from there. A true Jawan guarding our borders Vs a 56' 'Chowkidar' who dismissed him for complaining about bad food for Jawans!,OAG
