Sentence,Category
If someone does politics of untouchability it is the Congress & those who made their political careers by following votebank politics,OAG
Mirzapur's brass carpet & handloom industry face many problems & brick kilns are not running. What have UP Govt & Centre done about it?,CAG
I am very happy that the doors of the holy Kedarnath Temple have once again opened for pilgrims. My best wishes to the pilgrims!,NAG
Congress leaders can talk about everything from Modi to the Gujarat model but have they spoken a word on what they have done for Amethi?,CAG
Today I was in UP & Bihar and one has to be there at the rallies to believe the enthusiasm. People are looking to NDA as a ray of hope,NAG
I wish my friends in the Congress who keep abusing Gujarat would have read their own Govt's report that has lauded Gujarat's development,CAG
They looted the nation in the name of the poor but now it is the son of a poor man who is challenging them. They are not able to digest that,OAG
Didi wanted Bangladeshi infiltrators removed in 2005. Now due to votebank politics she supports them. People didn't expect such Poriborton!,CAG
My best wishes to pilgrims from all over India as the Badrinath Temple opens today,NAG
Amethi elected 3 members of 1 family over the years but what did it get? This BJP Charge Sheet tells you just that http://bjp.org/en/media-resou,CAG
I went to Amethi with a message of change. For years 1 family has ruined Amethi. I went to sow seeds of a better future for Amethi,CAG
We admired Didi for the way she fought the Left. People of Bengal expected Poriborton but nothing has changed in last 3 yrs only Didi has,CAG
The Report lauds Guj's land Acquisition & Allocation model as a best practice that can be emulated by other states,NAG
Campaign for 2014 Elections is reaching its final stages but no Congress leader has talked about development issues. Very sad,CAG
Over 6 lakh weavers lost their jobs. A package of Rs 6000 cr was announced but nothing reached the weavers. Its deeply distressing,NAG
Addressed rallies in Kolkata Barasat & Krishnanagar. I have received phenomenal affection from people of Bengal during the entire campaign,NAG
Support NDA for a strong & stable Govt. that will bring an end to votebank politics that has divided our nation http://india272_com/2014/05/04/bha,CAG
Election process has been long but people's excitement is only increasing. Direction of wind is very clear http://india272_com/2014/05/04/3d-,NAG
NDA is firmly committed to creating a Skilled India breaking away from the Scam India under UPA's misrule,OAG
A vote for @smritiirani is a vote for progress. She will do for Amethi in 60 months what they never did all these yrs,CAG
There is no martyrdom in politics. So why should we be martyrs for the sake of SECULARISM? This time we have to vote out of confidence HOPE & self-respect not out of FEAR,NAG
Selfie is in! Share yours using #SelfieWithModi & see what happens https://mosaic_narendramodi_in,NAG
Offered prayers at the Tirumala Temple. I prayed to Lord Venkateswara for the peace & prosperity of our nation,NAG
Congrats to people for joining the festival of democracy in large numbers. Its gladdening to see first time voters voting in large numbers,NAG
India is one. NDA will not work for Hindus or Muslims but for realising the dreams of the people of India http://nm4_in/1i16uZr,NAG
I apologize to people of Gujarat. During the entire campaign I spent only 18 hours campaigning in the state,NAG
Cong is only bothered about power & the chair. A Mother's love is understandable but not at the cost of the nation & people's aspirations,CAG
If Cong thinks they can survive by repeating - promises they are mistaken. People of India have called Cong's bluff & will punish it,OAG
2014 polls are about Seemandhra's future. They have to choose between Seemandhra & Scam Andhra. One wrong choice can impact people's future,CAG
In Tirupati urged people of Seemandhra to bless NDA with a resounding majority in the State Assembly & elect all NDA MPs to Lok Sabha,NAG
Congress SP & BSP are fighting for the chair while we are fighting for your happiness. Divide & rule is their way unite & progress is ours,OAG
Had UPA integrated rivers Seemandhra's farmers would not have suffered. We will fulfil Atal ji's dream of river linking & help farmers,CAG
After 10 years of misgovernance & a certain defeat in 2014 Congress now wants instability which is the last thing India needs today,OAG
PM may have spoken even 1100 times but did he ever talk about how Sonia ji's NAC not Planning Commission mattered more in decision making?,CAG
NDA will devote special attention to Seemandhra's coastline & focus on ports that will become the gateway to India & Seemandhra's progress,NAG
Congress' appetite for corruption is legendary! From the earth seas till the skies they spared nothing! UP will not accept this any longer,OAG
Cong got Lalu ji released from jail but top Cong leaders are avoiding sharing stage with him in rallies. People can see through these games,CAG
2014 polls are a choice between those who want a Scam India & NDA which is working hard to create a Skilled India,CAG
Never imagined such a remarkable response to #SelfieWithModi. A big thanks. Here are some Tweets shared by friends http://nm4_in/1rEihOe,NAG
While I was speaking I could see large number of people gathered at the various locations. I derive lot of strength from their enthusiasm,NAG
Addressed 3D rallies in over 100 places across India. After this round I have addressed 900 3D rallies in the last few weeks,NAG
Joined Bharat Vijay Rallies in Khalilabad Basti Gonda & Balrampur. Despite the scorching heat the rallies witnessed record attendance!,NAG
We are witnessing a phenomenal response to NDA rallies. People have seen through Congress that has always insulted people from this land,CAG
Under @ncbn Hyderabad became globally known for Software industry. The same way NDA is committing to make Seemandhra a Hardware Capital,NAG
India needs a strong Government. Modi does not matter. I can go back & open a tea stall. But the nation can't suffer anymore,NAG
"Rahul Baba says ""27000 crore posts are vacant"" & ""2 out of 1"" children are malnourished in Guj. Only he can explain how this can happen",CAG
By the time campaigning ends I would have addressed 475 mega rallies including 196 Bharat Vijay Rallies across every part of India,NAG
We are secular not because the word was added in our Constitution. Secularism is in our blood. We believe in Sarva Pantha Sambhava,NAG
Who is Mr. Chidambaram trying to protect in Sharda Chit Fund Scam? NDA assures total investigation into the scam where people were cheated,CAG
There is no question of insulting our martyrs who give everything to the nation. I would rather quit politics than insult our martyrs,NAG
Due to communal politics of Abdullah family Kashmiri Pandits were removed from their homes only due to their religion. Is this secularism?,OAG
"Subhas Babu said ""Give me blood I will give you freedom."" I told people ""Give us support we will give Surajya""",NAG
Just for the sake of politics Dr Abdullah's family communalised J&K which is a land of Sufism and harmony http://nm4_in/1iuCZ2M,OAG
By the end of the campaign I would have addressed 1350 3D rallies & joined Chai Pe Charcha that was held across 4000 locations,NAG
Successive Govts ignored jute industry but NDA is firm on reviving the industry just like we revived the textile sector in Gujarat,NAG
India has lost all hope from UPA which can neither inspire nor fulfil aspirations of the youth. UPA's sole aim is to save their chairs,OAG
Mamata Didi is more concerned about her chair than people. She has to realize that she is in power now time of Andolans are long over,OAG
Dr Abdullah's recent statements were hilarious. He showcased his ignorance & tried to hide how his family ruined J&K http://nm4_in/1iuCZ2M,OAG
Congress Ministers from UP are more concerned about appearing on TV even if it means making illogical statements instead of serving people,OAG
Many friends are asking me about the nature & extent of the campaign so far. They want to know how many rallies I have addressed so far,NAG
The way Rahul Baba is making statements with a dash of comedy in them I think the TV show of Kapil Sharma may soon have to shut shop,CAG
People from Bihar Odisha & Marwaris are not welcome for Mamata Didi but those from Bangladesh are. Time to stop such votebank politics,CAG
Congress says a tsunami destroys & Modi talks of tsunami. Yes this is a Tsunami that will destroy corruption price rise & misgovernance,NAG
My coming to Varanasi is like a child going to his Mother. I have come to this divine land on the call of Ganga Mata,NAG
'Jod-tod' politics has ruined our nation. Time has come to vote for a stable Govt that is not dependent on unhealthy politics,NAG
Fear of defeat is visible on Congress & that is why Cong is spreading lies. Madam came to Gujarat but even in land of Bapu she spread lies,CAG
A leader talking about women empowerment has failed to build facilities to educate girls in his own constituency! What can be more ironical,CAG
"""Its a pity some minds can't see beyond balloons & toffees. Today their own Govt has given what they call """"toffee"""" yet another trophy!""",CAG
My message of self assessment & self reliance for nationalist voters and BJP supporters,NAG
UP & Benaras have great potential in tourism but the Samajwadi Party Govt chose to market itself than tourism sector causing damage to UP,OAG
When my party's rule will come this wrong impression will vanish from the mind of our Muslim brothers. Will treat all citizens equally,NAG
I am ruthless when it comes to implementing BJP strategy (excerpts from my @ibnlive interview),NAG
Both the BSP and the BJP have given 17 Dalits tickets in UP. So how is Mayawati ji a champion of Dalits?,CAG
But Now: Mayawati ji ka base khisak raha hai. This is happening for the first time since Kanshi Ram ji in UP: http://tinyurl_com/k2lvzt9,CAG
Whenever the Chinese soldiers want they come and have picnic inside our territory and our government could do nothing,OAG
Will 'PM' Rahul always seek mummy Sonia's advice?,CAG
If BJP is voted to power welfare of people belonging to all religions will be kept in mind,NAG
Is Ram-Rajya a communal term? Disowning our culture to look secular? Is quoting from Tulsidas communal? Such a travesty of tradition!,CAG
Fire in PMO. 45 files vanished in MOEF. CBI closing cases in apparent hurry. Revenge appointments. UPA showing 'scorched earth' nervousness,OAG
Such fertile land of Bihar left barren due to poor cultivation. Pity they just focussed on cultivating castes there,CAG
Mamata didi you talked about the Flower Power in your book. You're right Didi. That flower is the Lotus,NAG
I feel sad at the tragedy of Shri Nitish Kumarji. He failed to gauge the mood of the nation for the lure of an elusive vote-bank,CAG
In Bihar. East & West Champaran. The land of first resistance against injustice. The crowds keen to revolt again,NAG
It is only ironic that on the Press Freedom Day we saw UPA's shameless manipulation of DD by censoring parts of Modiji's interview,OAG
Overwhelming response of people even in the interiors of West Bengal today in my rallies prove that change is imminent,NAG
Collecting voter slips back not allowing rally & arresting party workers. Whatever returning officer does congress is not returning back,OAG
Congress which couldn't tolerate 2nd term of Subhash C Bose is carrying the weight of Soniaji since 16 years as President. What a comedown,OAG
In the case of BJP even intention is worthy of raid. In the case of Rahul commission of wrongdoing is open but eyes and mouths are shut,OAG
He will kill 22000 will abolish NREGA nullify food security. NO control on present Rahul baba derives satisfaction in being astro-baba,OAG
Manish Tewari says he keeps Prasar Bharti at arm's length. Oh really dear. Stretch thy arm no further than thy sleeve will hide,CAG
But the game is not yet over. No room for complacency till the last vote is cast and counted,NAG
The problem with Prasar Bharti is not Manish Tewari's arm's length. It is that he gives no elbow room to Prasar Bharti,CAG
Have these people cared to read the definition of Ram-Rajya given by Tulsidas? It is all-inclusive,NAG
They knew they are losing ground so they got into denial of ground to Modiji's rally in Kashi. Real groundbreaking act Mr RO!,CAG
When Sonia Gandhi accuses Modiji of using money in campaigning I wonder she does it on her own as they say she being sixth richest,CAG
BJP's campaign is a sum of high planning sincere effort intelligent direction skillful execution and strong leadership,NAG
From abuse to excuse bar is further lowered by the embittered antagonists to meet the challenge posed by Lotus force,OAG
As (if) he has no future of his own Rahul baba talks only of what Modiji will do,CAG
21st century belongs to India. Enough of dynastyism casteism and sectarianism,NAG
"Truth had been killed for honour. And Plato said for nothing that ""You should not honour men more than the truth.""",CAG
Need we or can we make elections so alienating so estranging so divorced from the cultural ethos?,CAG
Modiji comes from a state where Gandhiji started making use of cultural terms to make the freedom movement mass-based. Can we disown that?,NAG
RO is only reflecting the pique and peeve of @narendramodi Ji's rivals. EC's helplessness is reflecting the same of the adversaries,CAG
Times I search for words and they are just not there. Killings in Assam is one such occasion. Violence is not the solution certainly not,NAG
Interesting acrobatics. Disallowed then promised to think a week after. Making laughing stock of an institution? Happy World Laughter Day,CAG
Food Security/NREGA is expediency for Congress. For us cultivated in the philosophy of daridra-narayan & antyodaya is an article of faith,OAG
That is why our states like Chattisgarh and MP provide better prototypes of food security,NAG
Of course we will revisit these schemes so that poor are served better. Administrative imagination did not end with the coinage of the two,NAG
Deen Dayal Upadhyay have been our inspirer in these matters. We don't just say God's heart is for poor. We find God in heart of the poor,NAG
Inadequacies in these schemes are manifest. Congress does not have the will make these schemes better,OAG
Rahul says he will kill thousands. Farukh says murderer. Derek says butcher. But ECI does not say a word. A tragedy of speech & silence,OAG
Of the 36 ways of Chinese fighting to run away is considered the best. Don't you believe? Ask AK,CAG
Can a spontaneous encircling of a VIP by the media be termed as a Press Conference? Lexicon will die of exhaustion,CAG
The truth will be out. Modi ji never said Dawood is in Pakistan but the guilty mind could not stop spilling the beans itself,CAG
If a political celebrity comes out of the booth and is surrounded by enthusiasts will it be called a meeting? Did he organize it?,CAG
After Soniaji AK49 invoked God. It's not for nothing his is a B-team. Watch her footsteps you can safely say which way he'll go tomorrow,OAG
I wholly agree with the view of ex-CEC Mr T S Krishnamurthy. By no stretch of imagination it can be termed as campaigning or canvassing,NAG
Why One is singled out for a violation done by all & sundry? Persons in similar circumstances are not receiving similar treatment Umpireji,CAG
Being abusive is indicative of not only an uncultivated mentality but also of a defeated and an utterly frustrated mind,NAG
Selective prosecution is a violation of the constitutional guarantee of equal protection of law. It is a denial of justice,NAG
To end terror is our national duty. Modi ji just referred to the obligation of the Indian mandate and they started squirming in Pakistan,CAG
We are closer to Kashmir than your jugular vein Mr. Sharif. Interfere in our internal matters & have jugular vein compression syndrome,OAG
After this Municipal & Panchayat elections will come. Again Achaar Sanhita. Can a developing nation afford this long & arid regime of MCCs?,NAG
Chidambaram accuses MP & Gujarat of not allowing GST to materialize. Right we're proud of it. It would have been disaster in present form,OAG
I knew that anti-Modi forces are under severe stress seeing the defeat looming large. Now revealing their true colours,CAG
Those barons who think power is their birthright one day get axed out. Happy Parshuram Jayanti,CAG
He is taking on against so many Maharathis. Will not be an Abhimanyu repeat this time. Bharat has learnt from Mahabharat,CAG
This dear friends I say on today's auspicious day. The day when Vedvyas & Lord Ganesh started writing Mahabharat. Happy Akshay Tritya,NAG
Even when the voting got over in my state rigours of a stringent Code continues. Rigours that you do not see even in a developed country,CAG
Time to think whether we need to have a negativistic and anti-development nature of Model Code of Conduct in operation for so long,CAG
Politics of vendetta allowed but naming national security head barred. They say they're monitoring quality of politics in electoral times,CAG
How does UPA think of increasing the tax burden on goods of common use like cloths tea edible oil cycles etc and reducing it on luxuries?,CAG
We are still being told not to call field officers even for development review purposes. Can you afford such a hard-nosed anti-growth bias?,CAG
Democracy is for development and not at the cost of development. People cannot be asked to wait till this grand show is over,CAG
GST cannot be a devious way of making states financial slaves of Centre. States are not subordinate to Centre. They are federation partners,NAG
Basic human and constitutional rights that constitute the foundation for representative government derive their force not from the EC,NAG
How come they impose their appreciation of facts on local authorities making it a mechanical enforced and coloured exercise of power?,CAG
An overly formal and heavy-handed execution of MCC may be self-defeating. What justifies ban on issuing work tenders now?,NAG
How can they be so disrespectful to the constitutional duty of a democratically mandated government in such a crisis?,CAG
Unlike others mission of Indians isn't sponsored by state or institution. It is their brilliance & hard work that make them count anywhere,NAG
Indians everywhere are contributing in rebuilding the world. That Mission and Commission of 'Vasudhev Kutumbakam' continues,NAG
US President Obama worried over the violence in his country against Hindus Muslims and Sikhs. Any consternation out there in ruling UPA?,CAG
Millions thronging the streets of Varanasi. Those who get the certificate from TIME should see what the city of The Timeless is hinting at,CAG
Difference between Narendra Modi and Rahul Gandhi. Modi ji has something to say and Rahul Gandhi has to say something,OAG
So first mother tires out then son huffs and puffs handing over the baton to sister. A relay race competing against one working tirelessly,CAG
Each and every denial of an authentic Modi wave creates further ripples in the minds of people making it stronger,NAG
Is sending someone to Pakistan more derogatory than throwing someone in ocean or in a ditch? Certain silences are more eloquent,CAG
Manmohan ji in Govt & Sonia ji in politics read out their speeches. Why? Because if they speak their mind they would be speechless,OAG
Why did Congress develop a mortal fear of Gujarat. The state had always been a game-changer for the country. Dandi. Sampoorna Kranti & now,NAG
PM Manmohan ji was in office but not in power. Sonia ji and Rahul had authority but no responsibility and no vision,OAG
Unique elections in the history of Indian democracy. Centre stage is overwhelmingly occupied by prime ministerial candidate in opposition,NAG
They say UPA1 is better than UPA2. But UPA1 was the period when major scams took place UPA2 was shameless defence of their public exposure,OAG
Some people talked of intellectual arrogance of a trio in UPA I disagree in fact they humbly allowed being dictated by a 10th pass,CAG
Hindus and Muslims both face hunger poverty corruption inflation lack of immunisation etc. They are one because their problems are one,NAG
PM Dr Manmohan Singh should have been known for his great knowledge of economics unfortunately he is known by the company he keeps,CAG
So Rahul Gandhi changed his political narrative saying 'Chowkidar bhi kabhi kabhi chori kar leta hai'. This much concession for The Family,CAG
Marital is becoming martial. No one cares who marries whom but when marital status starts subverting and milking the system people react,CAG
Ever saw them marching with multitude of this proportion? In a wasteland of seclusion smug about screen presence Modi-baiters losing pulse,CAG
India has been ranked a lowly 94 among 177 countries of the world on the Worldwide Corruption Perception Index 2013 no debate?,CAG
INDIA is home to a quarter of world's hungry. In august company of Ethiopia Congo Chad and Niger. Any time now left to discuss them?,CAG
In Global Hunger Index report 2013 India is put in the alarming category worse than Rwanda Pakistan & Bangladesh. Anyone debating on it?,CAG
Modi wave didn't ensue off BJP. It emerged out of the necessity of Congress to deflect discussion on its dismal & abject non-performance,OAG
For the first time those in power have been so visibly dwarfed and over-topped by the mind-blowing presence of a leader in opposition,CAG
They allowed levels of inflation to be oppressive & back-breaking and they accuse us of crony capitalism,OAG
Show up and Vote. Not only for expressing the right to vote but for expressing your will to live in dignity in a country you make proud,NAG
PM says he spoke a thousand times. Blamed it on media fact is that his words were lost as they were mimed comatose & emulated lifelessly,OAG
There are elements who want to exploit fear psychosis and for this they need to create & deepen it. They're out with their barbs against us,OAG
Otherwise tell me what did Congress do for coolies and tendu leaf pluckers in the last ten years at the behest of Rahul Gandhi,CAG
Will address rally in Lucknow today and engage with voters through 'Maha Janasampark Abhiyan',NAG
People have had enough of unethical compromises and compulsions. Now they want to see politics of commitment. Therefore vote for change,NAG
Vote for one who exerts power for national interest does not shun responsibilities whose authority is writ large on the hearts of people,NAG
He was an echo of 'The Family' not only in deeds but also in words. His mimesis has become a nemesis for the people,CAG
This may be the beginning of a new politics. Indians have seen excess of politics of pressure,CAG
India wants to see a politics of purpose as epitomized by our Prime Ministerial candidate Shri @narendramodi,NAG
Friends hangout with me on G+ tomorrow at 7 pm. To participate submit your questions here: http://google_co_in/elections/ed/i,NAG
UPA may use dirty tricks to delay Modi Ji's plane but they cannot stop his victory run. EC must enquire into this incident and take action,CAG
The moot question for today is that can someone in the name of expressing his opinion appeal voters to cast en-masse vote on religious lines,CAG
Sonia Ji's meeting with Shahi Imam of Jama Masjid is a clear indication of Congress mentality which treats minorities only as a votebank,OAG
Rahul Gandhi talks of a regime of rights but declined giving any right to their Prime Minister,OAG
Who is honest and who is corrupt who is efficient and who is callous who delivers and who makes only - promises Is it not apparent,CAG
Remembering Shaheed Mangal Pandey India's first independence warrior on his martyrdom day,NAG
When Rahul Gandhi tore the copy of Ordinance he actually tore the institution of Prime Minister of India,OAG
There are reasons to believe that Manmohan Singh was not by nature silent he was asked to keep mum,CAG
Remembering martyrs of Jallianwala Bagh massacre. Let's not forget the supreme sacrifice of innocent Indians on this day,NAG
Elections have to be fought on issues of development which concern common people not on the basis of religious affiliations,NAG
Indians cannot be divided on the basis of religion caste race or creed.Every Indian is a free citizen of the country first,NAG
Paying homage to the most valiant sons of Mother India - Shaheed Bhagat Singh Shaheed Rajguru & Shaheed Sukhdev on their martyrdom day,NAG
I have always maintained that present format of IPL is detrimental to Indian Cricket and spirit of sports. My apprehensions are coming true,OAG
Wishing Team India all the very best bring home the glory,NAG
Strongly deplore the statements made by senior SP leaders. Ballots will reflect public anger on this irresponsible attitude towards women,CAG
Congress leadership's undue interference resulted in failure of Dr Manmohan Singh inspite of being a renowned and accomplished economist,CAG
Paying warm tribute to nation's founding father the architect of our constitution Dr B R Ambedkar on his birth anniversary,NAG
Our armed forces should be kept out of communal politics at any cost. Any inimical attempt to do so should face prosecution,NAG
Appalled by desperate attempts to communalize elections. India needs growth jobs security infrastructure and justice for all Indians,CAG
The UPA govt has found a unique way to suppress supporters of NDA by launching CBI inquires against them,CAG
Paying rich tribute to the great visionary and freedom fighter 'Veer' Vinayak Damodar Savarkar on his death anniversary,NAG
If Mahatama Gandhi is the Father of the nation Bhagat Singh should be known as Son of the nation. My Salutes to the great man,NAG
Shaheed Bhagat the master that I follow the reason why I played cricket,NAG
People who change the party for their own benefits they can't be loyal to any party,NAG
Best Wishes for Holi festival a day to celebrate multicolour event to live together by honouring all religions languages & traditions,NAG
Modi should make it clear with facts; how the Govt wants a 'Pink Revolution' this is coined simply to arouse the Hindu feelings,CAG
My tribute to the noted author journalist PadmaBhushan Khushwant Singh. His contribution in literature will always be remembered. RIP,NAG
Maximum EVM rigging is in 28 seats. But Namo tsunami will provide sufficient reserve and cushion,CAG
The real anger of the fashionable secularists about murti puja is that Muslims don't like idol worship,OAG
"In Indian Candidate Hindu Right Sees a Reawakening http://nyti_ms/1g8rRcM. As Americans say: ""The chickens are coming home to roost""",CAG
Sacred thread is not exclusive to Brahmins,NAG
Lord Shiva will bless you for the coming Hindu renaissance,NAG
That is where I sent Hedge with my court cases - to the toilet. 18 hours before he died he called me and apologised for it,OAG
It will be investigated and prosecuted to finality. Nobody in a democracy can kill and be allowed to get away,NAG
In TN the goldsmith caste have sacred thread. I don't because I am a karma yogi. When necessary I will put it on,NAG
"I wrote in The Hindu on how to fight against a defamation case. When through with this rascal I shall write on ""How to file.""",CAG
My perspective has always been clear--when Minister work for good governance and when outside fight corruption,NAG
If no EVM fraud then NDA will get 320 seats. Fraud could be possible only in Congi ruled states. We are working to minimise it,CAG
"Has Mamata chickened out on the defamation case? Afraid of being ""butchered""?",CAG
"Those ""Indian"" intellectuals who want security for Muslims I say that means Gujarat model--a state where no anti- Muslim riots for 12 years",NAG
Amartya Sen not 'Indian in proper sense' says Subramanian Swamy,CAG
Are Congis happy that Modi is Fascist as they allege? After all TDK parents were members of the Nazi and Fascist party,OAG
If you find it scary you cannot be a Namo supporter,NAG
No apology No Harvard. May be Amartya Sen may apply for political asylum in US after Namo's swearing in as PM,CAG
What is the deal between Arnab Goswami and Modi?,CAG
Does Arnab have guts to ask for Modi's resignation on snoopgate?,CAG
Delhi HC finds Cong BJP guilty of foreign funding. Home ministry had defended both the parties,CAG
"Paranjoy Guha Thakurta and others have written a book ""Gas Wars"" exposing crony capitalism of Ambanis",OAG
What does a common man want? An honest livelihood and a happy family. Thats all,NAG
I heard Gujarat Govt has removed all economic data from its website. Why? To avoid scrutiny?,CAG
EC banned telecast of BJP manifesto today due to elections. Still many channels did it. Why?,CAG
These people r scared of me not becoz I am Arvind Kejriwal but becoz I am one of u. They r scared of u not me,NAG
Will Arnab disclose the amount of advertising money in white and black that Times Now has recd from Modi?,CAG
I am just thinking - why am i being repeatedly attacked? Who r the masterminds? What do they want? What do they achieve?,CAG
Does Arnab Goswami have the guts to ask Modi on how much money is Modi spending on hoardings tv radio newspapers?,CAG
Ambanis hv issued a Rs 100 crore notice against them. Paranjoy da it is not ur fight. It is our collective fight. We r all wid u,NAG
Ambanis r threatening everyone with notices whoever dares to expose their misdeeds. Many people in media have also got notices,OAG
To achieve that I will fight against the most powerful richest and most corrupt people. But i can't fight alone. We will fight together,NAG
Is violence an answer to country's problems? let them tell me place n time. I will come there. Let them beat me as much as they want,NAG
Someone hit me hard on my neck jst now. This kind of violent reaction is expected of them. It only shows their true character n desperation,CAG
If policies of a country are driven by crony-capitalism it increases risk for foreign investors - http://bit.ly/1hSECmb,CAG
I pray to God that some day I will be able to convince u that i am working only for the country and have no selfish motives,NAG
If we ever become violent the movement wud be finished. So pl pl pl in future if anyone hits us including me we shud be nice to him,NAG
I sincerely hope that some day i will be able to remove all ill feelings that u have against me,NAG
I am deeply hurt by the reaction of our supporters. If we also react violently then what is the difference betn them n us?,NAG
There are many more truths about Modi ji's development. But the question is - which media house wud show that?,CAG
Friends. This is decisive battle against corruption. All right thinking and patriotic people shud come together,NAG
I urge all volunteers not to raise their hand n to stay calm n non-violent. U shud be prepared to lay down ur life but never raise hand,NAG
I expect more responsible behaviour from some sections of media rather than running mischievous and - stories against me,CAG
I have always maintained that God is my biggest security,NAG
Wud 2014 elections be fought betn AAP n Mukesh Ambani with Rahul and Modi being agents of Mukesh Ambani?,CAG
Complete fiction being planted in favor of modi. Aise to Modi ko vote nahi milne wale,CAG
Modi shud break his silence on gas pricing. Also what is his relation and his party's relation with Mukesh Ambani and Adani?,CAG
"Shakespeare said ""I cried when I had no shoes but stopped crying when I saw a man without legs."" LIFE is full http://fb_me/6z6LYQLFu",NAG
How Modi has dropped the mask of development for a nakedly communal & casteist campaign in UP: http://thehindu_com/opinion/op-ed/,OAG
Back in Thiruvananthapuram grassroots politics: campaigned for Congress candidate in by-election for Councillor in Karinkulam Panchayat,NAG
Managed a few sentences of Bangla to a large crowd near DumDum station then spoke through an interpreter. Encouraged by repeated applause,NAG
In the constituency facing the tragedies & blessings of life. Visited a bereaved family & mourned their loss then attended a joyous wedding,NAG
Just recorded an interview with @TheDailyShow on the elections for broadcast next week. You can catch it nightly in India on Comedy Central,NAG
"Mr Modi: ""entire communities shouldn't be tarred with the same brush of criminality"". http://thehindu_com/opinion/op-ed/in-search-of-a-home-away-from-home/article5979240_ece Humane analysis from @TheHindu",NAG
Sadly no party has a monopoly on virtue or culpability. Corruption is endemic in our society & must be eradicated. National challenge,NAG
Prayed to Lord Balaji to fulfill the wishes of crores of people to see Narendra Modi as PM,NAG
@gargankur (3) Become citizen-journalists & whistleblowers! Be self-disciplined take interest in issues especially devpt. #iForInitiate,NAG
@Jikkuvarghese I have mentioned this before - Whistleblower Protection Bill wil make RTI more meaningful. #iForInitiate @shailichopra,NAG
@gargankur People must start by participating in their immediate communities: cooperative housing societies their offices! #iForInitiate,NAG
Active citizenship means constantly alert about what is happening #iForInitiate. @gargankur @shailichopra,NAG
@kushalbhatt99 it's a 24/7 job. You have to represent your party & speak their official stance not your personal opinion. #iForInitiate,CAG
#Modi sacrificed his personal life and comfort in the service of the nation,NAG
Everybody should condemn #Azam khan for communalising the armed forces for politics,OAG
"#kejriwals silence on Congress and continuous tirade against Narendra #Modi proves that he has taken a ""Supari"" from #Congress",OAG
#slap a day is a drama orchestrated by #AAP itself. Its a publicity gimmick,OAG
Shameless justification of #rape by #Mulayam Singh Yadav for vote bank politics. EC must take suo-motto action,OAG
#kejriwals barb against the media proves once again that he is an urban maoist,OAG
Why does #AAP sympathieses with terrorists and naxals and on the issue of Kashmir it matches voice with that of Pakistan?,OAG
Why #Kejriwal took - oath in the name of his kids that he would neither take nor give support to Congress?,CAG
#AAP claimed consulting 4 lawyers on JanLokpal Bill. 3 of them denied having been asked any opinion. Now who will be punished for lying?,CAG
Mr Kejriwal: Resignation does not require 'threatening' but writing a resignation letter as simple as that! Whom are you threatening?,CAG
#Congress has no right to question #Modi about his personal life as they have always sacrificed nation's interest for their personal gains,OAG
Congress is appealing to Muslims to vote on communal and religious grounds. What kind of secularism is this?,OAG
