Tweet,Category
"My state of Assam would've never made it to the news for any other reason but wait, this story right here has got the perfect keyword to sell the NDTV's version of the ""perfect"" news-story, that keyword being ""C O W"".  Well, two men were ""lynched"" in my neighborhood just yesterday for trying to steal a motorcycle. How come that didn't make it to your headlines, eh NDTV? ;)",0
"nice together...
wish u a vry vry happy anniversory to u...",0
Thought he is dumb . But glad he speaks . But Donna.'s,0
this rate cut may help tim to have is hair cut .....,0
"If fed hikes rate, where will support on nifty be???",0
No one will buy better launch Nokia 1108 torch light phone at nominal rate with dual SIM !!,0
"ISMAIL KHAN ,FIRST  LEARN ENGLISH  U IDIOT  PAKISTANI  ,DON'T KNOW HOW TO  PUT A SENTENCE  ,BETA HAS NOT YET STARTED, ITS A PROXY WAR BY YOUR  TERROR  EXPORT ISI AND ARMY ,THE REAL BATTLE WILL START NOW ,SO BE CAREFUL  U PIGS ,ALL REVENGE WILL BE TAKEN  BY OUR ARMY AND WILL FINISH OFF PAKISTAN FROM WORLD  MAP ,ONCE FOR ALL.",0
"Its his view... and everyone is having right to express it... and yes, i agree...",0
Pay and park at high street Phoenix mall.. Full loot,0
"Hindu respect cow mother only?
Cow mother ignore baby & son & daughter & family
Real mother only women respect
Women mother take care about baby & son & daughter & family",0
"Congratulations to all. Great prizes win for all. Great to all. Great Indians,",0
PM deserves one more chance...who else can we think of other than him in this present scenario... NOBODY in fact.,0
"Due to capital gains issues it is apparent that FPIs  would want to invest maximum before this financial year ends.
Even then one 5-10% correction of our markets is a possibility.In anticipation people are keeping some cash.
Is this a right strategy or we should remain fully invested?",0
"This guy will say, India is important, but Pakistan is more important, because it's Islamic country... 😂",1
"Aqsa, drop that kashmiri from your name and call yourself Aqsa  Pakistani",0
sun raha hai na tu... bol raha hun main... 🎼,0
Having people like you in my life make all the difference...habaybi ento ❤❤,0
"Your problem can,be solved anytime, anywhere within 24 hours by bharo sidhi pt.jk jyotishi +91-8968848458 sp.in love marriage, sotandur, dusman chutkara, gharkalesh,nokri,videsh yatra,factory, shop, losses,,helth,childless,all kind of problems",0
"👮 �

  😉

❤  AHAAN NAVEED PATHAAN KE FAN HO PHR TO AP KI POST  ACHI HE HO GIII   😍

 ║🌹║🔰 POWERED BY  ║
  Naveed Pathaan    ║🌹║",0
Oh now we know this guy can speak when his madam ordered in to speak.,0
Bharti - now consolidated so is it a good buy,0
Congress is the best then any others..Jai Indian National Congress,0
Don't underestimate him...guys he is one of the best econimist we have..,0
Just of changing name no use of it.....change state in a higher graph......n off course west Bengal.....,0
Ajmal qasab next PM of India and Hafaiz Saeed next PM of India,0
Staying on path of fiscal consolidation has got a thumbs up from the market: NK Singh,0
Any news in Tata Motors as it has recovered smartly from days lows?,0
I have seen rajamouli and his brahman uncle cleaning toilet... and a dalit is head priest in tirupati...lol mahismati. .. this flim also brahmanwadi agenda...bahubali got poonool..99.99% PRAJA are shudra. ..,0
It's our mistake...no political stand  on these coward act.... there is anti national political parties......NGO ....Media... who enjoy everything from Indian Land but try to backstab every time...,0
Hope it was planned well.. still black money in land and gold,2
I stood in line yesterday. Senior citizen r having separate counters in many banks.,0
"A person who has compromised  India using His position as  RBI chief, Finance Minister, PM.",0
Gujarati leaders won't spk as army jawans killed and never single gujarati in army in last 70 years ? Will BJP keaders send his son to join army ?,1
"If a Medium sized T Shirt fits someone perfectly, should u mindlessly purchase the same size? Os should u try and be rational?",0
"And who do you think YOU are, to decide, who's an insider and who's an outsider?
The current problem of the mammoth amounts of black money is more because of the enemy INSIDE of India than outside. So it's not that all Indians residing in India are the holy saints.
- demolishing your moronic comment from Dubai.",1
"Very very good decision. Thanks to our Prime Minister ,Modiji",0
"Our foreign policy is going very well partcularly with our neighbors
Confronting policy with China and Pakistan won't do any good",0
"You have to goes for this facts in  U N O in USA and then you can claims for Kashmir.
Understand you that your Pakistan defeated three times by our India and you divided in two parts that you remember in your mind .",0
"People he is a well known economist who had brought good in early 90s. Please stop following PM blindly, I too support Modi but the issues he is addressing are real.",0
Opposition party claims these black money surgical strikes were done previously during UPA tenure : Sources Rahul,0
Try to apply it yourself Renu Popli Malhotra. It is a nice feeling.,0
It shows Yogi ji how he give values to people money great sir,0
whn will v see market reacting to Fed and boj,0
"Demonetization has eased  the process of bottoming out of prices in real estate sector, it acted in favor of the betterment of the sector ,which otherwise would have taken much more time to recover .Nifty realty index has taken support at 165 currently at 180. DLF also has bounced from 110,Godrejprop, HCC,Prestige,Oberoi,Zandu,Anslhsg all doing good.",0
What an example !  Nation first. Proud of you Yogi ji.,0
Will the banks be able to ma0e the flood of people coming to deposit.? ..,0
India have lost kashmir because of gay gangsters saffron government have ma0ed to feild kashmir... kashmir will be free then India will come hindu nation mark my word,0
"We are not gonna win a war against these terrorist ..look at the basic safety SOP followed..no helmet, protective gears& only god knows about the fate of bullet proof jackets",0
Hahahaaha Aur Bhi Khoon Chaye En #Rundians Ka Bht Maza aareha ha Hum Kashmirio Ko hahahaahaa #GayHind,0
"So, apparently MakeMyTrip.com ""are trying to resolve our matter"", however, the truth is that no one has even contacted us from makemytrip.
They just verbally book tickets with various vendors without any payment and the money to the vendor is actually given 72 hours before the departure.
In our case, due to such bookings visa got rejected.
So, without even paying a single penny to any vendor, they have kept 2,25,000/- of ours faking that money was forfeit by the vendor.
When asked to prove bookings done by them, they failed miserably.
Spread awareness about such frauds being done by makemytrip.
#saveyourvacationsdonttrustmakemytrip",0
India does need such a PM .. to get all the corrupt in line,0
Common man are badly effected. It is waste of energy of common man,0
"Atul O Pathak if you keep that kinda mindset then i suggest you go saudi Arabia or some other place and the mindset you have doesn't intent on protecting girls but its true intention is just oppressing them, if people like you don't evolve then there will be many more nirbhaya doesn't matter what kind off clothes they wear and did you just defend the nirnhaya case rapists by saying the cause was nirbhaya's clothing, seriously shut the hell up and stop proving you stupidity even more",0
Bhel  officials said they had biggest order book so far..and executions will be good too,0
We can return the same to banks for 50 days,0
Out of box thinking is a trade mark of our prime minister Modiji. This step will definitely help our country to control black money and corruption..,0
"Uzair Khatri  regret? Lol plz, pay your condolences to your dead terrorist brothers :D",0
"Always looking towards camera ,

Doesn't surprise me a bit coz the Photoshoping is his trademark.",0
"Buddy we know you will deliver ..keep going , also stop watching cnbc tv 18",0
"ATTENTION! REALTORS AND BUYERS!
The real estate sector is going to witness a major change from 1st May 2017. The government is going to implement the Real Estate (Regulation & development) Act, RERA. This act will regulate the real estate market of India. To know more about #RERA, visit : www.apnarera.com",0
"1) How old is our Mother Earth, with Human Life on it?

2) When did people start to use animals as mode of transport?

3) Does the bull carry any weight of cart?

4) How old is Automobile Industry (vehicle engine & fuel)?

5) How much material has been used to manufacture vehicles, so far (for enormous units)?

6) How much fuel (gas & oil) has been extracted from earth and consumed?

7) How much damage did we make to earth by dig, drill and pull, since the commencement of Automobile Industry?

8) How many trees did we cut and areas have been used for roads and infrastructure?

9) What is the level of air pollution and sound pollution in environment by vehicles?

10) How many vehicles being parked for more than 20 hours, per day?

11) How many vehicles are owned just by ego, for competition and comparison?

12) How much unnecessary consumption of fuel, per day?

13) Do you agree that vehicles carry and move the bullockcart, since 200 years (if engine is bull and cart is commuters and goods)?

14) How long can we continue to carry and move the bullockcart on wheels by burning the economy, drilling planet, polluting environment and bearing sky high costs?

15) Why do all vehicles have to start from standstill positions and moved till destinations by using engine and fuel?

16) Do you support an idea of using the massive weight of commuters and goods on wheels as energy generator (instead of spending huge fuel/energy to carry and move the deadweight)?

17) How many bicycles have been produced every year, only for single riders, globally?

18) Do you prefer to have cycles to families and groups together, with increased efficiency and multiplied capacity?

19) While enjoying mobile revolution, why we need to suffer automobile evolution?

20) Are we ready for a change, with drastic reduction in fuel consumption, elimination of unhealthy pollutions, reduction in overall costs and rapid development with welfare projects?

Let's think different and implement change",0
What about the local business man...can v accept the money from customers,0
Obviously it is doing great under the leadership of Nara Chandrababu Naidu !!!,0
Also there was very less expenditure during nov Dec hence low growth as compared to prev year.,0
मोदी जी अब कितने राज्यों में आप की सरकार चाहिए सभी राज्य में ताप का सरकार चली रहा है तो भी कोई बदलाव नहीं आ रहा है और जवान मरते जा रहे हैं और आप लोग निंदा पर निंदा करते जा रहे हैं अरे जैसे सब के बीवी बच्चे हैं वैसे जवानों के भी बीवी बच्चे मां है वह लोग कैसे रहेंगे जरा सोचिए हर बार आप लोग निंदा करके चुप हो जाते हैं अरिजीत ने यह चोर नेता है अपने भारत में इनको टिकट देने से पहले इनके इनके कोई लड़कियों को आर्मी एयर डिफेंस एरिया में भर्ती कराओ उसके बाद से टिकट दो किसी भी चुनाव के लिए तब यह देश भक्ति कहलाएंगे एसी में बैठकर देशभक्ति बयान जो करते हैं ना ऐसे कोई देशभक्त नहीं होता है जितने नेता हैं सब के लड़के आउट ऑफ कंट्री पढ़ते हैं और गरीब के लड़के आर्मी और डिफेंस एरिया में जाते हैं और भारत में भी ऐसे ही कुछ नियम है नाचने और गाने वालों को भारत रत्न दिया जाता है और जो देश के लिए शहीद होते हैं उन्हें बस कड़ी निंदा करके दफन कर दिया जाता है,0
"PSU Banks gave a good bounce today, do you see it sustaining considering the distribution happening today during the day?",0
"If we see aviation sector of India it is growing very fast. Recently data posted by IATA India will be the biggest market of aviation by 2026.
Another fact if we see then aviation companies have started making profits for example recently air India posted profit since a decade. 
Also govt. Is restructuring this sector by putting some some bar and limits which is beneficial for both customer and companies.",0
waise he should leav party and be great political crics rather then joining any party,0
"I have 5000 shares of Pnb @75.90 please tell me 
Hold/sell",0
"💢 Bot User 💢 Xingh Kannu 💢

 ♥PYTHON♥BOT♥TEAM♥

♪----» TAYYAB-XD.TK «----♪

♥♡o. BOT OWNER 💢 TAYYAB KHAN 💢",0
"Indian youth is highly misguided regarding Kashmir history..
Indian youth must study about the dogras atrocities on kashmiris.
  the first uprising against dogras occurred in 1865 and than in 1931.
  from July--Nov 1947 the dogras forces(secretly supported by Indian army) massacred the Muslims of jammu in large number to change the demography of jk as majority of jammu and Kashmir wanted to go with Pakistan.this massacre  made Pakistanis to help people in the state against dogras which Indians call tribal invasion..learn about jammu massacre...
  and the poonch rebellion against maharajah Hari Singh occurred in 1947.azad Kashmir is liberated by poonch rebellion.
  and the history of gilgit baltistan is separate..Indians need to study all the issues neutrally after that Indians will know why kashmiris consider India as occupier state...
Let's solve the issues and end the bloodshed.",0
"borders to be sealed properly,,,,, govmt should update the defence technologies, our forces should be equipped with updated weapons,,,,,bulletproof jacket is very important,,,,",0
"Its not only proud moment, its loud moment... Bow all around!!!",0
"Haha if I will not understand such feelings, then who will? :P",0
People who practice such discriminatory behavior should be thrown into jails for rest of their life.,0
Expect 2017 to be bettter than 2016 for the domestic steel industry: TV Narendran,0
The grt ex pm of India frst tym u spoke without Sonia Gandhiji,0
"Leonidas was sent into the wild...
to learn how to survive .....",0
What abt ananthraj? when is the proposed demerger gonna happen?,0
ठीक ही तो बोला। इस हरामी सूअर की पिल्ली को........क्या बोले शब्द कम पड़ रहे हैं इसके लिये।,2
Everywhere BJP ruled mob decided the law & order. It is just Banana Republics,0
SIR WE ALL INDIANS IN MALAYASIA WILL ALWAYS SUPPORT YOU,0
And this does not mean v don't support u....v support every govt who is power as v have elected them but pls indicate the certainty as v all don't like uncertainty,0
Manish relax and Enjoy your Sunday. Nothing is fruitful in arguing on political issues everyday. Just have a peaceful Sunday.,0
This joke came way before the invention of aeroplane 😱,0
how can you be so irresponsible we are already killing innocents of Kashmir that is our brave army...stop this now,0
whatever NDTV... but u can not stop the storm..... It's too late....,0
"If you have any specific stock related queries for Prashant and Sonia then please let us know, we will try to answer as many as we can.",0
Stop the nonsense you economists. All is fake what you people speak. Just you know to speak against demonetization.,0
Take care of Kurds Kashmir is internal problem no need 3 party,0
Honorable P. M Saab what are the main agenda to reform political parties discipline and funding in the coming elections against corruption...,0
Hi Anuj...can we expect that there is breakout for Oil Marketing Co's....is it right time to enter...?,0
Pakistan.... sorry to say it starts it's gawadar port ...do u know how our export business affect?,0
The man behind Adhar is not being even consulated today ....It's a good resource that Modi govt should use ( forgetting his ego)....For it's digital push....,0
Hi what will be the trend of market 9500 or 7500,0
reservation opposition now perhaps learn why there is Reservation system.,0
"What should be the view Anuj, on the left out pharma sector.... stocks like Divi's, Aurobindo, Sun, Glenmark, Cadilla....",0
This is the 1st time I have heard that Our former PM speaking about country economy growth. I respect you sir for that but it is too late now. You could have spoken during your PM tenure. Our country would have not gone to the situation now.,0
Car insurance is maximum because of mandatory product.even it become paperless life insurance is more of push product so need lot of human intervention,0
"Why don't you resign from the post of national convenor or cm? 
Do you have that much of guts, Mr. Kejdi",2
"I mean Nobama and Hitlary wanted to take your guns, President Trump is promising not too.",0
"The old English saying ""Birds of same feathers flock together"".When Lalit Modi ,the former IPL Czar ,fled the country to take refuge in London,Vijay Mallaya was one of his most vocal supporters.The former liquor baron and fugitive billionaire spent millions of dollars of public money by throwing lavish IPL parties even when his now defunct Kingfisher Airlines owed months of salaries to its employees.When British billionaire Asil Nadir after being indicted in a financial fraud case fled to Cyprus to evade ,Britain  sent commandos to Cyprus to nab him.Can't India do the same thing.?",0
"This startup vibrancy is catching up very faster in India......after bjp government took the throne
There are far more opportunities for youngsters towards the era of innovation & technology agnostics....
Really fortunate enough to be part of it....
....#transforming India",0
If petrol pumps don't accept 500 note then wht can we do,0
Cnbc is another which has suffered the most due to denomination..crying for long 😎😆,0
What will be done to the money we have ?,0
"knowing weakness , ignoring weakness, will effect your performance. you will not have own / self confidence.  as their character is reflected.",0
I live in punjab and there is no such thing going on,0
19500 bank nifty put  went from 1 re to 400 Rs.. How to trade such fluctuations??,0
How about dividing india again to form new country for dalits,0
"superb.. modi ji... i do agree.. we common peole will face some issue for sometime.. but.. in future, this will help us in grow...",0
"Repo rate unchanged at 6.25%, Reverse repo rate hiked to 6%, CRR unchanged at 4%",0
"Atleast Now ur speaking sir....no one is controling. Thsnks MODI ji, U made our ex PM Manmohan ji to speak",0
"Muslims Caste system broadly divided into Ashraf  (Higher Caste), Ajlaf (Backward Caste) , and Arjals  ( Dalit )..totally they are divided in 308..also there are Shias, Sunni, Ahmadia n daudi bohra etc..",0
India is missing bond of RBI Mr Raghu ram Ranjan,0
Dhoni is very excellent .. when does he come to see all deaf at jamshedpur ..,0
Company more cash Return to investors n investors more invest,0
"This is brainless action. No good strategies with government. Why common man like us suffer for a moment who do not hoard black money. Why announce it in the night without considering the people including  children are returning home or travelling within country or abroad? 
Almost everyone had unfortunate incidents. Can never forgive the government. There could have been a grace period to the same without creating a panic situation.",0
Can any online portal (agent) declare on website which life insurancd company has maximum claim in less time.they sell and push which has maximum brokerage or  incentive,0
"If @HillaryClinton wins Nifty will touch 9120 in 6 months, if @realDonaldTrump win Nifty will cross 9120 in 6 weeks; though I like neither",0
"We all should support the Government, it is for a good cause",0
can u help us to know about avaition stocks and scope in budget also comment jet airways,0
जल्दी कांग्रेस युक्त भगोडो की पार्टी मैं शामिल हो जाऊँगा,0
very well said and to the point and very true ... hear this mr modiji pm ..what ordinary is suffering ..😊,0
Please show our protest for jallikattu  by youngsters in tamil nadu,0
Compared to European markets why Sensex and Nifty didn't rally much?,0
Never before on History of India we had such a productive debate! India has a great future 🎋🎋🎋,0
Nishnt Rao how much money you get per comment.just asking,0
So i am a student who withdraw rs. 2000 from bank today and all i got is 4 rs 500 notes. If i were to eat tommorow what shall i do. STARVE.,0
anuj ur view on demonitisation how it will impact market,0
No value for human beings value fir cows. .?  Too much and enough,0
"Congress is giving many reasons against less-cash economy, like
1. Country has more than 95% poor and lower middle class people.
2. Majority of people are not having bank accounts
3. More than 40% people are illiterate.
4. People are not having smartphones.
5. Country is not having proper infrastructure like power, Internet access etc. etc.....
We are confused whether Congress is opposing Modi's move or explaining failures of their 60+ years of rule.",0
"1950-1980  employees not given holiday for marriages do you know this ....every thing to be done in the manual no machines nothing--E.B , postal , banking -account ledger ,mechanics etc   ....compensate those generation with your news sir ......",0
Defensive is best bet fr mkt I cming Two qtrs,0
short term pain n long term gain.. dont et that.. this pain wll be medium term wch may extend also..its not limited to money nt available bt it will hurt business lines.. abt long term benefits.. no one is able to quantify that.. all are estimates.. but pain is current and real,0
"All the black money got white in 50 days 
Dont u think the policy failed.",0
What about the 100 rs notes that people may have stacked before the 500 or 1000 rs notes were printed?? Also what about the money in foreign accounts in foreign currency deposited by politicians?? By this move all the big crocodiles will still be safe!,0
"No nonsence brute as per their ethical responsibility, VIGILENCE OF INDIAN MEDIA HAS BECOME MORE NECESSITY IN CURRENT PREVAILING POLITICO-ADMINISTRATIVE SCENARIOS for the security of comming times ... @alert✔",0
Idiot he has been credited for not removing the photos which will incur more cost,0
"In India there is a habit of drinking and commenting, i hope you are not drunk",0
"Sir, your views about Mahindra Holiday Resorts Limited. Considering a person like Vijay Kedia has entered this stock recently",0
Shame on you ss rajamouli. You are calling shudras as parasites.  You are sick.,0
Awesome move by Govt....  :-) modiji.. U r just awesome in find new awesome moves.. U r just wow sir.. <3,0
The party proves that it is really a sweeper's party.,1
Who gave you right to speak on behalf of the country? People gave you 10 years and what did you do on behalf of the country?,0
For such incidents Congress governments week policy was responsible when those nationalists where in opposition and now,0
Hie anuj ur cal on market for tom cn b this bottom n cn v make new high if clinton cuma,0
"for ur kind information the coach has suported the girl and has lodged an fir,the competition organisers were the one who categorised her dress as being seductive.read the article.",0
Gsfc up today ? Time to buy fertiliser companies ?,0
"I withdrew 10 K from bank & they gave me 9 notes of 1000, M traveling 2moro, how can I be able 2 pay taxiwala",0
Govt will not demonetize it but might circulate it less unlike what previous government did. They made 500/1000 notes almost 85% of the entire currency.,0
Proud to be an Indian. .. We need more pms like modi in future,0
"Part time online job without investment 
Most important job for Facebook expert 
Earn 15000-25000/-month 
Open play store 
Install champcash mony free app
Sign up with champcash 
Refer id-12935304
Install 7-8 apps in the champcash and start online work",0
Will the tax rates will be reduced for the salaried employees.. How are honest in paying their taxes...,0
Plz dont use abusive words guys nd dont make fun  of him he is our ex PM ........he is standing there coZ he is more intellegent than u lads,0
Well that temple demolished by hindus. Not muslims. Muslims are peaceful,0
"absolutely right, if USA & other countries adopt this strategy to stop the Indians then why we Indians tolerate these foreign countries",0
view  on consumers stocks like   FCEL future consumer enterprise limited,0
Why people debating on this whiteout any doubt this is fantastic move and everybody loudest it and maybe some slow down one quarter that's fine,0
What I always dream about when I was an Adolescent ! Chalo shuruaat to Hui ..all the best galz..!,0
Unchange the rapo rate could lead the stagnated credit growth which effect the profit of the bank .,0
I agree on stopping the bloodshed part. History is always a challenge but should we all not look forward to where the nest interest of the region lies and both countries. This is ridiculous.,0
"You know I never believed the media's summation of the intelligence or lack thereof of Trump supporters until now. After reading most of these comments I'm left scratching my head. Trump supporters suffer from the ""Emperor has no clothes syndrome"". The ability to see ONLY what they want to see, while fully staring the truth in its face.",0
An outstanding speech by Mahi...  Love u Mahi... Jai jharkhand,0
Someone has done nothing in his tenture and how can he comment on others ?,0
"Ex pm Manmohan singh still an icon for ecomist, Modi is not nearto him",0
offering franchisee & zone master franchisee interested parties please cal 9738406045.,0
Should start in buying IT n pharma now as it show some strength or wait for trump commentary,0
We will not spare drinking water but will shout to abolish reservation.. 😎 believe in us. we will give your share in education and jobs 😬,0
Hahaha it's no point barking. Your life is like a stray dog you bark bark bark people just ignore.,0
"Thnk ma manmohan for this.  Show sme dignity, dnt tke all credits fr other people works.",0
Pakistanis Don't even have enough money to make a Short film,0
"WHAT A  CROOKED  LADY  WRONGLY  ADORED  AS  AGODESS  AND  SEE THE  AMOUNT  OF  LOOT  SHE  ACCUMULATED IN HER  LIFE  TIME,  SHAME  TAMIL NADU  MILLIONS  OF  SLAVES  AND  ILLIETERATES  ELECTED  HER AS  GODESS  FOR  SO MANY YEARS!  THAT  IS UTTER  SHAME  FOR  INDIAN  DEMOCRACY  TOO!  ""LAW OF KARMA"" TOOK CARE OF HEMANT KARKARE , BECOMING VICTIM OF A PAKKI TERRORIST BULLET THE SAME WAY THAT LAW OF KARMA TOOK CARE OF CHIEF MINSITER JAYALALITHA TOO FOR HAVING HOUNDED AND HARASSED AND TORMENTED SWAMI JAYENDRA SARASWATHI

AND FOR ARRESTING SWAMIJI AT MIDNIGHT OF DIWALI DAY ON COOKED UP AND MALICIOUS MURDER AND EXTORTION CHARGES WHICH WERE PROVED TO BE FALSE IN COURTS LATER!

SO NO ONE CAN ESCAPE LAW OF KARMA IN THIS BIRTH OR IN COMING BIRTHS, PERHAPS??? WILL CHIDAMBARAMA TOO COME UNDER LAW OF KARMA PUNISHMENT IS YET TO BE SEEN, THOUGH!",0
modi should learn from him how & what to communicate common people not to corporate people.,1
Why media giving dividing news.?this happen in pak not in India.,0
"I see a lot of under-performing unsuccessful brats talking about how immoral it is to copy.
Do not question the credibilty of someone who is above you financially or otherwise.
Learn that.",0
अबे कहाँ राजा भोज कहाँ नंगू केजरी अव्वल नम्बर का चूतीया,0
INDIAN PM MODI SHOULD  GIVE FREE HAND TO INDIAN ARMY AND DECLARE FULL FLEGED WAR  AGAINST PAKISTAN,0
Why is GVA growth lower at 6.7% than GDP growth of 7% ?,0
"Modi not compromising principle for own post , taking risk for the interest of the nation at the risk of own party and own position , A real leader in deed",0
Pakistan is basically a military ruled state and fake democracy' to fool the developed/powerful world for getting  alms ?? A failed nation indeed ??,0
"TODAY We proudly celebrate 6th SEPT as a DEFEFCE DAY of our COUNRTY.

when in 1965, our Daring Tigers of PAKISTAN ARMY crushed the planned, organized and secret aggression of the INDIAN Army..
it was the War in which Worlds most number Tank
s were Destroyed..
and in Our Cities we have lots of those Indian Tanks, which were Crushed by Our Heroes.....

PAKISTAN ZINDABAD
PAK ARMY ZINDABAD........
http://www.facebook.com/photo.php?fbid=428040763908650&set=o.130917846955806&type=1",0
