Sentence,Label
This small contribution will be a part of a corpus fund that will hopefully grow in future & empower our daughters http://nm4.in/1n9PjXt,0
In intrvw Modi ducked Q on why he used caste dropped claim that 'neech' referred to 'low caste' said PriGa the one using 'neech rajniti',2
time will tell. arrogance or truth. but then you would not be able to undo what you have done,1
"Modi wants BJP to win the trust of ""deceived"" minorities but can he do so by ignoring the fact that a major source of fear among Muslims is the manner in which they've been physically targeted by Hindutva activists & demonised by various BJP politicians?",1
Rahul Gandhi is not the cause but the symptom of Congress' crisis where: Lightweights float but heavyweights sink. No one from the ranks can ever reach the top. The family is the Fevicol needed to keep its warring factions together. If not Rahul they would need Priyanka,0
LK Advani breaks his silence says nation first party next self last and then: The essence of Indian democracy is respect for diversity and freedom of expression. Right from its inception the BJP has never regarded those who disagree with us politically as our enemies,0
Of the 36 ways of Chinese fighting to run away is considered the best. Don't you believe? Ask AK,1
"Trend of shortening names has begun. Narendra Modi called ""Namo"". Rahul Gandhi called ""RaGa"". Harish Goyal and Mukesh Tomar just quit politics",1
Is Ram-Rajya a communal term? Disowning our culture to look secular? Is quoting from Tulsidas communal? Such a travesty of tradition!,1
Kerala Minister who came to meet me was reprimanded. Cong leader wanted Lata ji's Bharat Ratna taken back. This is politics of untouchability,2
So Rahul Gandhi changed his political narrative saying 'Chowkidar bhi kabhi kabhi chori kar leta hai'. This much concession for The Family,1
We are witnessing a phenomenal response to NDA rallies. People have seen through Congress that has always insulted people from this land,1
"Time Magazine: Can India endure another 5 yrs of Modi? ""As India gets ready to give this willful provincial so emblematic of her own limitations a second term one cannot help but tremble at what he might yet do to punish the world for his own failures""",1
Times Now asking resignation of Shazia. Does Arnab has guts to ask resignation of Modi on Snoop Gate?,1
Tagore's idea of India gloried in the illumination of a lamp wherever it was lit. It was open-minded and pluralist. opposed xenophobia,0
Thankful to the people of Ahmedabad for coming to bless us this evening,0
(A Standard Operating Procedure needs to be evolved for MPs) @ZeeNews: Narendra Modi's paathshala: BJP orientation camp for first-timer MPs,0
Well said @SushilModi ji. You hit the nail on its head- pseudo secularists have thrived playing the communal card.,1
Strongly condemn destruction of Guru Nanak Palace in Pakistan. Have urged @PMOIndia @narendramodi to impress upon @pid_gov to probe the shocking incident & ensure punishment for vandals & prevent recurrence of such attacks. We in Punjab Govt can rebuild the property if allowed,0
Well @priyankac19 has been one of the most vociferous spokespersons for @INCIndia. It's indeed a shame that Congress chose to reinstate those who gave rape threats and misbehaved with her. Disgraceful!,2
@drrakeshparikh #iForInnovate I agree. Things are changing but we still have a long way to go,0
Union Minister Ashwini Kumar Choubey was caught on camera abusing the sub-divisional magistrate of Buxar in #Bihar after his convoy was stopped,0
This is the most ridiculous thing I have read in a while! 'Disclosing Lavasa's Dissent Note May 'Endanger' His Life: Election Commission',1
Amit Shah's insinuation that Muslims shall not and cannot be safe and secure in India will be widely acclaimed in one country: Pakistan. Shah's majoritarian bigotry is music to the ears of those who rule that country,2
"""With Lok Sabha elections 2019 the cracks in AAP's ambition to go national are visible with the utter decimation of the party in its stronghold Delhi."" https://newslaundry.com/2019/05/28/is",0
Congratulations @drharshvardhan on an impressive victory! A big thank you to my Party workers and people of Chandni Chowk who supported me,0
Questioning the EVM amounts to insult of democracy,0
"Bhopal the City of Lakes shall also be projected as ""City of Museums"" to highlight its heritage",0
More I read on Kashmiri pundit exodus I feel ashamed of myself. What was I doing in 1991? What had happened to me that I kept watching the direct attack on Hindu civilisation shrinking of Hindu territory culture in its own land? What made me so indifferent to my own identity?,1
Sorry. I won't fall into the trap of justifying Pehlu Khan's act - if it's a crime. He got lynched and that is what matters. Even if someone is committing a crime nobody can kill him for doing so. My limited point is people who lynched him cannot escape law at any cost. Period,0
Perhaps the IB is really the Ingratiate-ourselves-with-the-new-rulers Bureau,2
Modi tied himself in knots on why BJP manifesto speaks of 'persecuted Hindus' and not persecuted Indians suggesting all Indians are Hindus!,1
Nothing can be more objective and dignified in these highly polarised and prejudiced times. I hope all those who matter and care about democratic institutions will heed what @DrSYQuraishi says so succinctly,0
To achieve that I will fight against the most powerful richest and most corrupt people. But i can't fight alone. We will fight together,0
After 10 years of misgovernance & a certain defeat in 2014 Congress now wants instability which is the last thing India needs today,2
is this a way Congress want to make Rahul Gandhi win from Amethi? Attack on Kumar and AAP volunteers. Jaan de denge lekin jhukenge nahi!,2
Mamata didi you talked about the Flower Power in your book. You're right Didi. That flower is the Lotus,0
What a farce. Is EC sleeping ? Vivek Oberoi's PM Narendra Modi to hit theatres on April 12,1
Dismemberment of a nation is not necessarily territorial: it is the demarcation of the souls,1
(Will he once again read out a prepared speech by others or speak out?) @PMOIndia: PM will address at 10 AM today @DDNewsLive and @DDNational,1
@sahiljoshii Nice joke I heard interviewer to lady : what is modiji's first name lady anwers : abkibar,0
This election I traveled over 10000 kms by car 700 kms by train n over 1200 kms by air. Thx to AAP for helping me know my country better,0
Ambanis r threatening everyone with notices whoever dares to expose their misdeeds. Many people in media have also got notices,2
Minority minister says Parsis not Muslims are minorities. Do minorities have valid reason to fear Modi govt or are fears exaggerated,1
Poll boycott becomes justified since the state uses these sham polls to insist that Kashmiris don't want a political resolution!,2
Kashmiris have by and large boycotted polls. A certain %age has voted- as someone pointed out it's better than the 60% figures of 1996,0
Because Manak we don't need to give the oxygen of publicity to terror accused. No false balance. You are now saying what Pakistan said when #Hafizsayeed contested elections. Sayeed is a terrorist & Pragaya is a terror accused,1
RT @ArvindKejriwal: Media will spread rumors against us at the last moment. I urge people not to believe media. Most of them r sold out,2
India TV is showing a fraud letter claiming written by Arvind to Afjal Ansari. There is No such letter. Channel's figment of imagination,2
Khajuraho dance festival. Tansen music festival and Kalidas drama festival to be made truly international with linkage to Tourism,0
Why is the rail neer plant of Amethi which was announced in 2010-11 rail budget in this state today?,0
"AIMIM wants the progress of all of Seemanchal. Congress is still campaigning on the baasi (rotten) program of ""BJP ka darr"". Darr chala gaya ab insaaf chahiye. Their leadership is so spineless that they couldn't get Sidhu to pause for Azaan in se kya umeeed kar sate hai?",2
Modi believes in planted interviews with planted reporters-editors to avoid tough questions.To face tough questions one needs Open mind,2
Moditva won't get BJP other states. Let us understand this. AAP never offered itself as an alternative in loksabha and hence was not voted,0
If Cong thinks they can survive by repeating - promises they are mistaken. People of India have called Cong's bluff & will punish it,2
BJP's campaign is a sum of high planning sincere effort intelligent direction skillful execution and strong leadership,0
Reform the electoral system by introduction of proportional representation with partial list system. Scrap electoral bonds State funding in kind for electoral expenses. #CPIMManifesto,0
@Omstavan : Make sure that Indian and foreign influential politicians with retainers from foreign aircraft companies don't have access,0
Very happy to note that there are residents of #Gurgaon who are concerned about its future. Together we can build a great vision. #AAP,0
#interestingfactofhistory Nazi party was voted into power by a democratic process by the German people. Guess numbers don't make wrongs right,1
The BJP will win this elections not because people vote for them but against the Congress,0
Communal clash near Gurgaon injures 15 @timesofindia,0
BJP Manifesto where it deals with J&K has set the pants of Kashmiri extremists on fire,2
Not true. I said thousands of villages were now Open Defecation Free. This is a huge achievement. In 2014 rural sanitation covered less than 40% of Indian villages. It is now more than 90%. This is because of the Swachch Bharat programme,0
India TV's allegiance with Modi is known. Was attack on Bharti pre planned? When their camera was rolling why they are refusing footage?,1
@abhisheksen19: How can I answer that question without media putting all kind of constructs on it ?,1
Absolutely. India's biggest problem is huge disparity. India is Ram and India is Ravana. Having one rule for both is not the best democratic policy,0
If we ever become violent the movement wud be finished. So pl pl pl in future if anyone hits us including me we shud be nice to him,0
It is so easy to become the fastest growing economy in the world; just add 2.5% to your GDP. Just add 6.1% and voila India has full-employment. Awesome!,1
In UP people voted us due to our Development agenda & against the failing incumbent Govt's misrule #Results2014,2
INC is fighting against Left in Tripura West Bengal & Kerala. INC is neither Left Nor Right. BJP neglected South India & Rahul Gandhi bridging the North South Divide. RG has an emotional bond with Amethi and will ensure that Smriti Irani makes her LS hatrick of defeat,2
Addressed rallies in Kolkata Barasat & Krishnanagar. I have received phenomenal affection from people of Bengal during the entire campaign,0
India's ruling party fields a terror accused out on bail against a mainstream politician. Lazy/crony media: 'fierce fight between Sadhvi Praggya vs Digvijiya Singh etc,2
Thank you @AnupamPKher for your unfailing support throughout the election and all these years. God Bless You always,0
Dr Abdullah's recent statements were hilarious. He showcased his ignorance & tried to hide how his family ruined J&K http://nm4_in/1iuCZ2M,2
As my pal Vivian Fernandes writes journalism is the infrastructure of democracy: kill the journalist you kill spirit of republic!,0
Over 150 armed forces veterans including former Air Force Army & Navy Chiefs have written to President of India to ask BJP to stop politicising armed forces. Another shameful thing that never occured in 70 years has now happened thanks to PM #Modi!,2
Democracy will succeed only when people remain aware and alert,0
Went to THE Khan market yesterday. Parking staff store owners shoppers everyone was congratulating eachother for @narendramodi's win. Have never seen this public celebration of an election. A poll win is the people's win when everyone shares the sense of victory. Sabka Vishwas earned,0
Took the blessings of Sh. Guruvayurappan today,0
Never seen a candidate's spouse projected as an asset to a campaign & a potential polit office: something so integral to US campaigns. (2/2),0
Mr Jaitley opposes enquiry of Snoopgate but has forgotten ruckus created by BJP in parliament over his phone-tapping issue. Double Standards?,1
Will India not get LOP again for a second time? It's a matter of deep concern that what to say of @INCIndia giving India a PM it has failed 4 second consecutive term to give India even LOP. Without LOP the checks and balances duly mentioned in the constitution can't be observed,0
Manmohan ji in Govt & Sonia ji in politics read out their speeches. Why? Because if they speak their mind they would be speechless,2
"Well done DRDO, extremely proud of your work. I would also like to wish the PM a very happy World Theatre Day.",1
IT Commissioner S K Srivastava complaints to Election Commission against huge money pumping by Karti & Chidambaram in Sivaganga https://pgurus.com/it-commissioner-s-k-srivastava-complaints-to-election-commission-against-huge-money-pumping-by-karti-chidambaram-in-sivaganga/ via @PGurus1,0
I urge all volunteers not to raise their hand n to stay calm n non-violent. U shud be prepared to lay down ur life but never raise hand,0
Did I say anything like that? I am talking about apples and you think I am talking about oranges and jumping to your pre conceived conclusions. Lynching of any human being by a fellow human being is terrorism of the worst kind. So please don't jump to nonsensical conclusions!,0
If someone does politics of untouchability it is the Congress & those who made their political careers by following votebank politics,2
Don't let anyone's ignorance hate drama or negativity stop you from being the best person you can be,0
My speech at #AAP rally in Ghasera on staying away from sectarian politics being promoted by Modi & #BJP in #Gurgaon,2
Why should I give Naukri (jobs) to muslims if they won't vote me in 2019 loksabha ? says BJP MP Maneka gandhi. cc @ECISVEEP,2
Dear @barugaru an SMS exchange is between the sender & receiver? Making it public is a desperate & undignified attempt to stay in limelight,2
@myogiadityanath & BJP think of our defence personnel as political pawns & not as human beings who have spouses children & friends. Most importantly our security personnel serve India & Indians. Let's not insult our real Sena with cartoonish Modi Senas th,2
The PEOPLE of a nation are its most powerful political entity the masters of its future. All governments are made of purely temporary & replaceable servants. This is our moment. Make it count! #Mumbai #Election2019,0
In amethi I learnt that players of traditional politics won't stop distributing liquor n cash 4 votes. @DrKumarVishwas started pure politics,2
Our Armed Forces refused to become Indira's Sena and they shall never become Modi's Sena either. But tragically the EC seems to lacks the institutional pride and self-respect of our Armed Forces,2
Visionary professional inspiring ethical leadership) @mmdvv: @thekiranbedi what are your views/analysis on PM's style of working?,0
A #Delhi court has called for an inquiry & explanation from the DGP Prison after a #Muslim undertrial is burn-stamped with allegedly by a Tihar jail superintendent,0
Grateful for your criticism though unable to agree. * NOTA is not refusal to take sides it's a political stand. * No evidence for the assumption that NOTA benefits BJP. * Vote for strongest anti BJP candidate would mean Amra Ram shouldn't contest (I am campaigning for him),0
New NaMo alphabet? A for achhe din; B for bitter pill; C for cave-in rollback; D for disempowered Ministers; E for excuses; F for fuel price rise,2
Don't expect miracles from Narendra Modi government so early: Manohar Parrikar,0
On my way to Atal ji's residence to seek his blessings,0
I say Muslims should get a FAIR DEAL in this country that they should be treated as human beings & I am called 'Bhadkhau Bhaijaan'. @Manekagandhibjp pls understand that a vote is not feudal 'salami'. An MP cannot refuse a constituent on their faith or who they voted for,1
How Modi has dropped the mask of development for a nakedly communal & casteist campaign in UP: http://thehindu_com/opinion/op-ed/,2
NOTA is toothless and in fact assists the candidates that people don't like by wasting your vote. No matter what anyone says USE your vote. Do not vote NOTA because that is exactly the same as staying home. The ones you want to defeat could win because you voted NOTA,2
Rarely before in history has one man carried burden of so many expectations & held as much power & responsibility @narendramodi #JumpstartPM,0
Arvind Kejariwal now wants to escape running the govt using dharna against police as an excuse with eyes on Lok Sabha elections,2
"It was providential no doubt! @narendramodi ""It was the blessings of Lord Krishna that a son who travelled from Dwarka was saved that day.""",0
When drafting laws/rules noone envisaged that one day there may be no leader of opposition in Lok Sabha as no single party has 10% seats,1
India questions Narendra Modi in a powerful video: Will the promises be delivered? http://dnai.in/cdVv via @dna,0
The Right vs Left argument is dead long ago. The new war is between Globalisation and Nationalism. Both have some good useful ideas and some impractical ideas. We have to find the best from both and work towards a better life for ourselves. No politican is going to do it for us,0
Modi 2.0 Must Check the Sangh's Role in Generating Politics of Fear writes @mkvenu1,0
"Good morning! Give me the feisty dynamic @smritiirani anyday over the ""educated"" sneering foul mouthed M S Aiyar!",2
(A new age PM? Of a new young vibrant India! Very proud of r selection) @narendramodi: Spent the day meeting Party leaders and leaders of NDA,0
@sarokrish9 : Tamils like you. But patriotic and 99.1% Tamils who are not Elis defeated your deceased Chief Eli's agent in this election,2
Anger against corruption & congress visible among Muslims at Alwar rally,0
If there is one trait one associates with small businesspersons it is rigour and hardwork. It is this hardwork that has played a key role in building India,0
Today in Isha Vidya Rural school. Coimbatore. A must visit for teachers and administrators. A model worth replication. Of a kind which shall produce worthy human beings for humanity and nation building. Don't miss. @ishafoundation,0
Is your MP a part of the anti-national/tukde-tukde/khan-market/urban-naxal gang? If so there is a high chance their criticisms against incoming laws will be dismissed -- even if they're legitimate. @Memeghnad writes,1
With pomp and ceremony the people of the world's largest democracy give themselves a new govt! Tune in to CNNIBN for spl coverage all day,0
Received guidance of Party leaders. We draw great strength from their experience & wisdom: Narendra Modi,0
UP Cops Booked Two Years After They Allegedly Gang-Raped a Minor,0
Team work exhibited in amethi under the aegis of @DrKumarVishwas was phenomenal. I loved working with the team. Kumar is winning from here,0
Congress party has reduced themselves to a crony complainant: Shri @rsprasad_bjp - LIVE at http://yuva4india_tv #AbkiBaar300Paar,1
Rahul Gandhi talks of a regime of rights but declined giving any right to their Prime Minister,2
A genuine three language formula must mean at least one contemporary Indian language besides mother tongue,0
Those who R attacking Kashmiri students n shop keepers in different cities of India R helping the anti India forces who tell an average kashmiri that India is your enemy n hates you. Some people R unitentionally providing credibility to those forces by their senseless violence,2
If one has not voted then one has no right to comment on nation's issues. Voting is not just a means to express that the nation matters; it's a huge privilege. It's very important that every adult in a democracy casts vote. -Sg #NationMatters,0
With my stepson @ShivPushkar as we prayed for his mother's soul last night. Sunanda will remain forever young now,0
A BJP delegation met EC special observer Ajay Naik to complain about the violence during polling today in WB. BJP demanded 100% deployment of central forces instead of the current strength of 80%. #Elections2019 http://bit.ly/ElectionUpdatesNL Image,0
(Poverty strikes all) @IndiaToday: Poll data shows large number of Muslims voted for Modi http://indiatoday.intoday.in/story,0
Dr. Payal Tadvi's suicide has been very triggering for me. Having experienced casteism at University that was nowhere as explicit as in medical/engineering colleges I couldn't imagine how I'd respond to it,0
Do you know how incredibly sleazy you are. Scum. Priyanka complained in writing about the molestation. Now please don't tweet your filth to me,2
BJP tells Priyanka. 'there's no place for emotions in public life'. True. Modi's cold-blooded role in '02 riots is an example #PriyankaVsBJP,2
Modi is a caste name. BJP campaign Ab Ki Bar Modi Sarkar' has castist overtone as per EC guidelines. EC should ban this,2
PM Modi Asks Ministers to Fix 100-Day Agenda Lists Top 10 Priorities,0
#AAP claimed consulting 4 lawyers on JanLokpal Bill. 3 of them denied having been asked any opinion. Now who will be punished for lying?,1
Did BJP not release Masood Azhar? Did Dawaood's Wife & Brother not visit Mumbai and flew back under BJP Maharashtra Govt & Modi Govt's watch? Did BJP not invite ISI to scan Our Air Force Base & Investigate the Pak sponsored Pathankot Terror Attack? These are FACTS!,1
Any reason @ArvindKejriwal raised the issue of Adani-Ambani but stayed silent on land & incentives given to Ford Motors in Gujarat?,1
I have been detained from outside Tihar where we were sitting peacefully in solidarity with Arvind bhai,0
Two Shankaracharyas to campaign against Narendra Modi in Varanasi http://m_economictimes_com/articleshow/34,0
Every day top congress leaders lie to the country. Congress has not collapsed politically but fallen to the lowest level ethically,2
I thank colleagues of the BJP and NDA for placing their faith in me and electing me to lead the NDA in Parliament. We will work together as a team and contribute to India's development trajectory,0
BJP is spreading lies. It's not EC who denied permission for Ganga Aarti but Pandas refused to do Ganga Aarti for Modi,2
Gave a special grant of Rs 50000 each to two handicapped couples,0
Secure biometric attendance systems online assessment live webcasting automated question banks are some of the features,0
(This is the way) @timesnow: The Prime Minister has directed ministers to prepare agenda for the first 100 days: M Venkaiah Naidu,0
I experienced deeply spiritual and emotional moments while paying obeisance at #SriDarbarSahib,0
Didi wanted Bangladeshi infiltrators removed in 2005. Now due to votebank politics she supports them. People didn't expect such Poriborton!,1
"Received msg from PM Modi: ""I extend my greetings & best wishes to the people of Pakistan on the National Day of Pakistan. It is time that ppl of Sub-continent work together for a democratic peaceful progressive & prosperous region in an atmosphere free of terror and violence""",0
An overly formal and heavy-handed execution of MCC may be self-defeating. What justifies ban on issuing work tenders now?,0
First night in Delhi without aircon and we thought South Delhi was exempt. Missing Sheila Dikshit !!,1
Of all the things the Congress could have said about the Modi goverment their pouncing on @smritiirani been the most puerile,2
@iforindiaorg @AnonAjay #iForInnovate The fault in Gurgaon was not just about booth management. Its abt local thugs and money power,2
In a meeting with @AamAadmiParty volunteers of Gurgaon District. Happy to see strong support for #AAP,0
Mamata Banerjee wants to become prime minister as is clear from the national level issues in her manifesto. If she does she will revive the Planning Commission. She seems more Marxist than the Marxists she ousted!,1
#TeamCongress your support and fight for truth has been incredible. We changed the social media discourse. But our work is unfinished yet,0
Why our Institutions our Democracy our Republic & indeed civilisation itself has been threatened by the Modi govt. What has happened to the Judiciary & corruption there. Why we need a robust people's movement to reclaim our Republic. I explain in this podcast,1
The Honourable Chief Minister of Karnataka says talking about the valour of our armed forces makes his vote-bank unhappy. Mr. Chief Minister what votebank is this? May I remind Congress-JD(S) that polls are in Bagalkot not Balakot across the borders!,1
Just now received a call from a friend in Varanasi confirming that what to say of Hindu or Muslim every1 is voting for @ArvindKejriwal,0
Support NDA for a strong & stable Govt. that will bring an end to votebank politics that has divided our nation http://india272_com/2014/05/04/bha,1
Jihadi Terrorism scores again. Prime minister of Mali and his entire government resign as Islamist violence surges. 100s die but no Christchurch-like vigils in London Paris Toronto or New York. Think why,1
Here is how The invite for the Swearing- in- Ceremony of Prime Minister and the Union Council of Ministers looks like,0
Correction: this will be the first time since 1969 that there will be no formal Leader of Opposition,0
Since 2014 Unemployment is at a 45 year high Farmer suicides have doubled Black money of Indians in Swiss Banks has gone up by 50% India witnessed the 3rd highest terror attacks in the world. Except for Imran Khan Nirav Modi & BJP cronies no one says #IndiaBoleModiDobara,2
(This is the Key) @SadhguruJV: Success does not come to you because you want it. Success comes to you because you do the right things. #QOTD,0
It is ironic that this most science-unfriendly govt after independence which has slashed record funds for R&D & other science funding; which has shafted HAL to help private cronies is now trying to exploit advances in space technology to seek political gains. Wah Modiji Wah!,1
Who is Mr. Chidambaram trying to protect in Sharda Chit Fund Scam? NDA assures total investigation into the scam where people were cheated,1
Suprabhat! Looking at some Official AAP tweets & the blatant LIE mongering to fool the public for votes. EC ko complain karna banta hai!,1
What has has given you the delusion that you are the nationalists with out doing any thing for the nation and all others are anti nationals. Who do you think you are. You idiots. You are nothing but the fodder of Sangh parivar's cannons,2
I'm glad she spoke about the debasement of political narrative by BJP. When facts are against you resort to abuse #PriyankaVsBJP,2
I was pleased to talk to my dear friend Narendra Modi India's PM over the phone to congratulate him on his party's election win. We look forward to working together to deepen our strong bilateral ties. The UAE wishes India & its friendly people more development & prosperity,0
The way the civilised world had united against Hitler time has come to get united the same way against IS. This not just terrorism it is a war.,2
Gabbar Singh Tax and Demonetisation destroyed crores of jobs causing tremendous pain and badly damaging our economy. The Congress Party is committed to GST 2.0 - a single GST with simple reporting. Here's a short video setting down the Congress Party's vision for GST 2.0,1
Over 6 lakh weavers lost their jobs. A package of Rs 6000 cr was announced but nothing reached the weavers. Its deeply distressing,0
There are reports of large scale malpractices in Amethi during polling . Locals are openly saying EC seems to be non existent,1
Why #Kejriwal took - oath in the name of his kids that he would neither take nor give support to Congress?,1
Our Scientists are our strength and will help shape our future in this Knowledge Era with both Defence and Civilian Impact,0
The tragedy of Godhra was incalculably compounded by what can only be described as a state-supported pogrom against minorities,2
This. in spite of Karachi Bakery clarifying that we have nothing to do with Pakistan and we are a 100 percent Indian franchise. They should now rename it to Jhandewalan Mishtan bhandar. Jaan to bachi rahegi,1
All lies everything is peaceful and polling is free & fair maybe someone should tell this. all booths have a cctv camera & BJP couldn't find even P agents to sit,0
How do we even get a night's sleep as a nation? How? Have we surrendered our moral conscience forever friends? Please do respond when you are free from watching the World Cup cricket. I will appreciate that. Thanks!,1
Anurag Kashyap says nobody should be scared to speak up in a democracy,0
Now the time has come to take the Chowkidar Spirit to the next level. Keep this spirit alive at every moment and continue working for India's progress. The word 'Chowkidar' goes from my Twitter name but it remains an integral part of me. Urging you all to do the same too!,0
Modi's first press 'appearance' just before his 'dissappearance' from public life. Apart from the fact that he answered no questions his body language gave him away. 'Ab Kya phir se Chaiwala banna padega? Ya pakode talne padenge?',1
Democracy is unlikely to die with a bang. But all the more likely is the possibility that it will expire with a whimper,0
Spoke to the Cabinet Secretary. Asked him to take an overview of the situation & ensure timely assistance to those injured,0
The forces of the United Nations should take over and be stationed at Pakistan's side maintaining their political solidarity. Only then will the world realize our dominance and it will be our biggest ever victory on the international level,2
Congi crooks should file a petition against summons in HC. Except abuse they have nothing to say as required by SC judgments as ingredients,2
I cannot believe that @JordanPeele did not time the release of his horrifying film @UsTheMovie to coincide with #Elections2019 so I simply had to try and decode his message to the Indian voter,0
Brother @asadowaisi Addressing a massive rally at Solapur. @narendramodi @RahulGandhi do stand witness. These are the people who have rejected you. Let's bring in a new change!,2
Congratulations to @narendramodi ji on being sworn in as our Prime Minister along with his colleagues,0
@AamAadmiParty @ArvindKejriwal @RahulGandhi should stop fooling people that they want to defeat Modi/BJP/RSS. They all dont have national intertest in their heart but narrow political gains. Leaders don't want to learn from Germany,2
If BJP is voted to power welfare of people belonging to all religions will be kept in mind,0
Once you elect a government you must give them five years to manifest something of significance. Only then can the nation move forward. #SadhguruQuotes #IndiaElections2019,0
The hallmark of a New India is the absence of VIP culture. We have set this trend and are determined to pursue it in the times to come,0
"Washington Post on what Modi's win bodes for India: ""The worry now is that Mr. Modi will take his resounding victory as a mandate to double down on Hindu nationalism rather than pivoting back to the needed economic reforms""",1
(Such briefings are most essential) Modi BJP top brass stress good performance for first-time MPs via @Firstpost.com,0
No. India is secular not because Hindus are secular or Muslims are secular but because the constitution is secular,0
There is something in India's soil that makes India special. Our destined role of Jagat Guru calls. Lets create a strong & developed India!,0
"""Forget your personal tragedy. We are all bitched from the start & you especially have to be hurt like hell before you can write seriously """,0
Heart warming and enthusiastic response to my arrival in the sacred city of @Amritsar Image,0
If you find it scary you cannot be a Namo supporter,0
There is something about Narendra Modi and Nirav Modi. The two were clicked in Davos together after Modi had already looted our banks. Now that he has been helped to scoot ED officials being changed. That too during elections,2
Sh Jagat Raj DM Amethi n Returning officer for this election devoid of rational n logical answers wont entertain oral complaint at all,2
Himmatnagar and Sabarkantha have an old relation with our party. When the Jana Sangh was still growing this part of Gujarat blessed us. At the rally today highlighted the work and vision of NDA for farmers and youngsters. BJP's support in this part is at an all-time high,0
Which part has upset you? As a true Indian don't you feel concerned that this is the 7th I repeat 7th exodus of Kashmiri Hindus by the violent Muslim invaders in Kashmir,2
The visuals touched both Nawaz Sharif ji & his Mother. He told me that after seeing the visuals his Mother got very emotional,0
Yes let's talk with the separatists. Yes let's talk with Pakistan. But this time conversation can't be on the table it has to be in a battle ground. Enough is enough. 18 CRPF personnel killed in IED blast on Srinagar-Jammu highway http://ecoti.in/giOewb via @economictimes,2
21st century belongs to India. Enough of dynastyism casteism and sectarianism,0
Don't judge Muslims vote from Box office. Jai ho,0
I am yet to see a bjp and congress person possessing rational and logical thinking process and willing to engage in a discussion without abuses and violence,1
Glad to learn that there is no split verdict hope @narendramodi ji led BJP brings in fundamental reforms across all important aspects of governance,0
Dear @arunjaitley you told American diplomats in 2005 that Hindu nationalism was an opportunistic issue for the Bjp. forgotten?,1
Best is if elected representative could go for an intensive program of 'inner engineering' based on authentic-public service in nation building,0
Friends it is really nice to read suggestions and comments from you. I will connect with you on daily basis,0
Congress lacked guts to retaliate when a terror attack took place so they invented a bogey of Hindu Terror! A tradition that believes in peace & harmony for thousands of years was targeted to hide a Dynasty's weakness. People won't forgive Congress for this,2
Thank you India! The faith placed in our alliance is humbling and gives us strength to work even harder to fulfil people's aspirations. I salute every BJP Karyakarta for their determination perseverance & hardwork. They went home to home elaborating on our development agenda,0
Lateral entry at Deputy secretary level raises many issues: morale of regular recruits; protocols regarding private interests representativeness. above all: ensuring professionalism of political appointees; Are we heading toward spoils system--further presidentialization?,1
Working with Sumitra ji in the parliament & in NDA cabinet led by Atal ji was a great learning experience for me,0
forgiveness is different from forgetting which is what Indians are guilty of - http://tehelka.com/,1
