Sentence,Category
A man who had vision and mission which did not suit the adversarial govt and crony capitalists Is being pushed out of system and it's becoming obvious that some retired/retiring chammy chap salivating for crumbs will be saddled on. We the people of india keep on watching crumbling edifices of highest institutions.,CAG
You are Right broo thanks,NAG
"Is this your picture in your profile ABP News? :O

 Visit : MultiBot.Ga",NAG
"What do you mean of freedom, destroy the country thats what mean freedom of
speech.",NAG
"Please, take akshay as mastri for toilet. He will be know about work.",CAG
Nyccc sir,NAG
"Stupid lady. Wonder who told her puppies need only one hour a day. Clearly she is disconnected from reality.
And if the question is really about choices, her qualifying statement about her baby not being a puppy is uncalled for. She shld hv just said i am a homemaker because i choose to be one. Period.",OAG
should not be done.....its not human act......if such continues Pakistan will be like india for minorities......hope Pakistan govt should take care of their minorities  unlike our cow vigilante's govt who only cares for minority women but make cm who speaks to rape them taking up from grave...........,OAG
heat map of tweets indvspak #cwc15 amazing http://t.co/d6elymlkis,NAG
My company files are under scrutiny for past yearsand am being digged for nonsense. Pls controle this nonsense.,CAG
Bhavik Trivedi Indiya has great sons like this by the grace of god,NAG
Kindly focus on nexus of drug Mafia as u promised before election...for Mrs Gandhi lots of chamche sitting in Delhi,CAG
"Our netas will do kadi ninda , they don't have guts to take action, we understand they are not man enough, in next meeting u will see our netas  in saree and bangles",CAG
"Thanks for My non-Muslims bros who condemn Sonu's tweet...but some people are commenting abt noise pollution n they said that Sonu's tweet abt noise pollution... But one thing i wanna ask them that, is musical concerts reducing noise pollution...?",CAG
yeyyyyyyyyyyyy #indvspak sir jadeja is trending Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,NAG
law only for poorman,CAG
"[16:40](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=16m40s) we people take
it as Romance Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š",NAG
"wats happening with sunpharma buyback?
wats happening with sunpharma?buyback?
wats happening with sunpharma?buyback?",NAG
Summary of the movie Ã°Å¸Ëœâ€š,NAG
we need more like him.. bloody Kashmiris should learn from him,OAG
In your dreams,NAG
Love you vaiya nice video.i love you,NAG
True analysis!.....,NAG
"Prayer of the Muslims.. They pray early in the morning 4 o clock using loudspeakers,  to which Sonu has a problem because of noise pollution..",CAG
umya is besht..best is umya!!! he he :d #umeshyadav #indvspak 2 wickets yayaya,NAG
Shahid is best actor,NAG
"Perfect review . Attraction in opposide zender its normally btt. Dedication
about love. And loyality is main. Kabir singh is. Also a human. Btt he is pure
about love. Everybody make some mistakes bt its on u that u have loyal and.
Good",NAG
"Ranga Billa..that means ..she is either not aware of the Ranga Billa episode
or faking it...Her psyche that means she also support them...Shockingly
shameful",NAG
why hasn't sreesanth tried to get into the uae side? #indvsuae,NAG
"Mr. Taroor! Can you explain, Sonia not even fully citizen of India, ruled our India with all powers but accountable to none.
Where were you Mr. Taroor?
You never questioned her?",CAG
Kabir Singh my favourite Ã°Å¸â€Â¼Ã°Å¸â€Â¼,NAG
@Babu Lal good morning ji,NAG
"pakistan denies attack... if they had done it, they would have called it Surgical strike.....??.  and this is a big spot in security that the pakistan troops come, kill the soliders, mutilate them, have a cup of tea, and go back very easily.... and different  media channels are reporting there own fairy tails.......",OAG
Just was waiting for your review.,NAG
Nice movie fully Telugu Dubbed Movie with story,NAG
BABA STARTS A NEW   COMEDY DIALOGUE PLANTED BY MODI GOVT. ...............SHAME .......................,OAG
Karan Johar world knows you are a gay,OAG
"I m proude bcoz I m Muslim..... bjans gives rest Hindu peoples ...BT Muslim never says it's dstrbng bcoz  we respect every religion....BT some Hindu,s are Dstrbed with the sweet  voice of azad . it's really sad and speechless. Indian Muslims  communities should ne think on these comments.",CAG
Super Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’,NAG
Did she use her dress as a parachute to land on ground?,CAG
"Well said Arnab, well sais Madhu Kishwar, well said Nupur!!! I guess it's time
we stop giving this ""fringe lunatic"" and fake liberal leftist this woman
called Arundhati Roy any media attention. Everything about her is so fake that
I feel that she does everything only for media attention.",NAG
Hope it's not hosted by that lady in specs...!!! (the one who conduct's the market closing show) it's hard to tolerate her!,CAG
This is a genuine person and his point of view,NAG
Kolkatta,NAG
Ha ha ha ha ha ha ha funny as hell.. ha ha ha ha ha,CAG
Why r u giving so many spoilers in review..??,NAG
his golden era has gone a decade ago...now trying to be part of politics specially bjp......listen..there are various festivals throught the year..with loud speakers...on that case we never feel disturbance....becoz we know that thats the part of INDIA...,OAG
Good message. If you are a politician you can't do anything.,CAG
Nation has seen how you were busy making profile of Kiran bedi and Gen VK singh,CAG
Nice..,NAG
Do 4th,NAG
Ani al sound man very funny. <https://youtu.be/gzx1AmIkZbc>,NAG
Any one from the hyderabad pls call me 9502048332,NAG
Perfect Explanation,NAG
Nonsense,OAG
How could they do it? Did they come within Indian Border or Indian forces went there ?,CAG
Top Sameer punjabi hi,NAG
Divide and Rule Politics. Earlier Britishers did now our own representatives are doing it to garner votes in the next elections.,CAG
What kind of media is this!!first they make headlines of indian soldiers being killed by rocket launchers n now about mutilating their dead bodies....this can happen only if Pak army crosses LOC....btw it looks like a #RealSurgicalStrike with evidences on indian media,OAG
jio is worst...getting 2g speed...and too much fluctuations.My 2k got wasted in JioFi.,OAG
Lord Shri Krishna is the ultimate example to follow,NAG
"There is no fixed rate for toll booths in the national highways, there is a big difference in the charges when compared with other toll booths on the same stretch, I am referring to chennai - Bangalore highway.",NAG
Morons... they muted the exhaust note with that pathetic music,OAG
"Dear friend not one not two but there are temples everywhere in kashmir.
They are all safe !!!",CAG
Nothing new said by them. All we know it from very beginning.,NAG
"trump goona clean terotist ,,like Isis ,u think him racist ,",OAG
Thank God he has gone.. He was a really dumb fellow who does that know how to change rules according to conditions..he was like working against Indian interests..,OAG
keep going . U will get many more idiots like this,OAG
Anna Hazare have to join BJP....and become president....,CAG
it should be conceded that IITs are too much of an intellectual luxury .  They are expected to create more technocrats and scientist and Engineers.  I dare say more 80 % of the IITIANS are in non technical jobs.  Mostly in finance and banking and marketing.  The government should view that seriously.  Only the hardcore engineering aspirants must be given seats in IITS.  Successive RBI governors are IITIANS.,CAG
Is'nt this a VIP culture..?  a picture depicts a thousand words. .!!,CAG
"8505050887#get_immediately_solution_for_your_all_problem_contact_now & whatsapp
Vashikaran, love marriage, love problem, family problem, husband wife problem, business problem, child problem
#solution_with_100% guarantee",NAG
"For info, countries like United States and China have HDI scores of 0.92 & 0.738. Respectively.",NAG
Into superb tha,NAG
If h is genuine in his deal why he hide from parliament,CAG
Love Is Pure bro. Kabir beautifully tells us that,NAG
Confused so called intellectuals,CAG
what you say is absolutely right...i gues ye soch sabki ho...,NAG
"Latha Venkateshan was in some cases of lobbying and passing on insider information, right?",OAG
Pls check how your minister s daughter's wedding are been done by so much expensive but what the government is saying to common man that they must do it in 2.5 lakhs is it good,CAG
His intention was not at all potitical. infact he says that tinks as a citizan of india not a potical person. but still media has made it political. its dissapointing .,NAG
another attempt of the party Aap to catch publicity.. .,OAG
"Lesbian,gay or transgender. Whtever.....above all these tags,everyone is a
HUMAN BEING. ..n all is equal in eyes of god....so,,everyone has the right to
live in their own way...its all about love...so everyone is equal n free ....i
totally support all of you...jus avoid any of the trolls.....bless you
....have a good life Ã°Å¸Â¤â€”Ã°Å¸Â¤â€”Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸Â¤â€”Ã°Å¸Â¤â€”Ã°Å¸Å½â‚¬Ã°Å¸â€™ÂÃ°Å¸Å½â‚¬",NAG
Where is the stupid CM. Usually has a big mouth for glorification.,OAG
Well done...,NAG
"Roy is misleading the people to promote her own logic at the cost of the
nation. She is simply Anti Modi. She is a communist",NAG
And I was about to watch it tonightÃ°Å¸ËœÂ¬,NAG
What  good  in gujarat  paper  last  day  all  gujju  and  big  business wala  was  knowing. .ki  5oo  and  1000  rs band  hona  wala  tha. ...,NAG
@daisy Kapoor Good morning,NAG
"If we are able to stand away from political parties and view him as a parliamentarian , other MPs must emulate him in various aspects. We need not be a communist to appreciate him as a parliamentarian. Problem now is we just jump in with saber in hand to finish one personality just cos he belongs to a party. Many parties have good MPs like him , but out of party affiliation to one party or other we just spew venom on others. Better debates by MPs decide  the future of good democracy.",CAG
this service must be started in hyd and many other small cities and metros tooo............ :),NAG
ROHIT is a COWARD boy media is giving UNDUE IMPORTANCE,OAG
"Bro impotent like u keep silence why from usa , china , uk hv baan loudspeakers of mosque why every tolerance is expected frm hindus ppl like u r real enemy of hindus",OAG
Modiji break the barns and  feed the poor break mills and cloth the poor and break property builders and give shelter to the poor and open the water lines and give the poor. Money is paper and only makes life miserable,CAG
Eagerly waiting for this video thanks for your response bhai love uÃ¢ÂÂ¤,NAG
Nise Video,NAG
"Brown Sahib , anti national leftist commies , media and Muslim pandering Hindu sick-O-Lars have milked ""secularism"" to all it was worth to render it into a mere failed slogan . Sick-O-Larism has been nothing more than continuation of British policy of ""divide and rule"" . That RSS is opposed to ""the idea of secularism"" , absolutely  because it has been used as a dagger into the heart of Hindus , Hinduism and Hindustan .",CAG
"Total wrong turn by modi ji because he has cases of instigating communal riots ,attempt to murder cases proving modi ji to be the greatest liar of the century as he promised to open a fast track court supervised by supreme court so that  criminal politicians get into jail within one year...",CAG
Watch Section 375. It's a masterpiece exposing feminism.,NAG
Is this launching of a bike or thronging of a princem,CAG
Pls don't poke your nose in Kerala issues we know how to solve and rectify the issues. The problem with sanghis in Kerala is that not like other states here if they kill any one the Cpm tallies it. So the sanghis are crying bcs of it.,OAG
Country's mp should be dumb like mammohan singh,OAG
"Pakistan was involved in duplication of Indian Currency they were sending these fake currency in India to few traitors
And now those traitors are feeling ripped off from their possessions
Most of them are hiding behind our poor people and saying gareebo ko maar diya
But actually these traitors are dying 
#salutetoPM",CAG
I cant see why our govt is not stopping the  entry of Chinese products into India which could be hazardous to health. Who is the dalal who is earning money in its import. Shameful.,OAG
Can the Internet Facebook twitter All other block this moron cry baby just barking like a mad dog get him admitted to psycho hospital,OAG
"pride always comes before a fall--- ranu take care. behave yourself. you have
a good voice but you don't behave properly.either do something about your
behaviour or go back to ranaghat station. sorry, you force me to be
rude.change your behaviour.",OAG
so are you saying that this puppet was not responsible for anything that happened in the country for the last so many years.... come on....,CAG
Swayam Sewaks are always ready to take this responsibility with Lathi in hand and communalism in mind.,OAG
most one-sided rivalry in world cup: 7-0 pak v sl 6-0 ind v pak 5-0 wi v zim 5-0 sl v zim 4-0 ind v ken #cwc15 #indvspak via @rgcricket,NAG
Nice dst,NAG
16 mint ka reviewÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã¢ËœÂº,NAG
And also they were from JNU shits,OAG
Ya u are bjp we know,CAG
Dominar is like john cena.. you can't see him.. xo,CAG
Super vai,NAG
Then why such a Tweet.,CAG
"The whole Bollywood premise is showing a life people dream about and not
realism. It's a form of escapism from reality.",NAG
These idiots are just playing with our sentiments AV has lost his ground and KV is now diverting this and making space AAP that's it . Its a bate for foolish people don't fall for it use your own mind . Kashmir is ours and will remain with us one pic or one video will not change any situation . We are getting ready to take Baluchistan our mind set is to take from PAK not giving anymore,OAG
"We cannot misguide minorities in the wrong way, whatever she said is totally
wrong, we need to provide correct information, otherwise poor will suffer. She
wanted poor to suffer.",NAG
What about the block money with big people viz MPs beurocrats industrialists modiji,CAG
"During Uri attack reporter of NDTV very tacitly dropped d link abt loopholes at Uri base expressing possibilities for thr success... 
Btw we hv seen selective news on Kashmir ...
No discussion on exodus of peace loving Pundits ...
NDTV nvr asked a question ovr Kairana, Bangal & Malda..
Evn Award wapsi issue ws blown out of proportion... 
I wish if could ask face to face question to representative of the NDTV",NAG
"How idiotic nd foolish this man is,he is surrounded by music songs nd every noisy things from his childhood now he is lecturing abt noise.....",OAG
"""Surgical Strike"" by Pakistan Army 2 indian soldiers killed.

SnakeEagle Pakistan Defence Command",OAG
First go and check the spelling of India Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š (ENDIA) Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,CAG
Kabir singh iron man tune mix<https://youtu.be/rDuLlff4Za8>,NAG
Tiwari ji these words does not suits you. You are intellectual and know better than me which word we should use for our primeminister.,CAG
"Really, Indian Express? 

Please don't be the Express of the Indians that are perverse. Please be the Express of the Indians that need a voice to strive.",CAG
Shore sirf shor hota hai,CAG
Like your video .nice,NAG
U study in india and later ok abuses indiaa in kashmir.,CAG
"I am watching carefully to all the parties, they are all attacking BJP but not for the work Bjp has done, they are attacking BJP only on nonsense issue like Dadri where the Central government doesn't have any role. It's means Modi government is working good in Center.",CAG
Moron probably forgot that if the claim is true he himself is party to it,OAG
"Awareness required for the  ground level businessman, state level ministry to be strict for baning cash transaction. A businessman is earning 30 - 40% of profit for the goods today, Modi ji please form a policy to control market price. A pan shopkeeper  is earning much more than an engineer today.",CAG
A communist trying to convince himself that he and his ideal are still relevant?,CAG
Very good decision of old man Yechuri!let him take rest at Home permanently ! Enough is enough!,CAG
He is half smart to the point of being a foolÃ°Å¸ËœÂ,OAG
If u  r hindu and hv gone  through hindu literature ..uwa Vedas also speak about getting early..,CAG
Fuck off libtars and chutiyanists.,OAG
NO ONE KILLED BY HARVARD.  BUT IDIOT WORKED HARD TO KILL 150 INNOCENT PEOPLE.,CAG
Anna should concentrate on lokpal,CAG
"Freedom of speech does not give anyone the right to incite people to commit
crimes. Kastori shankar is stupid. Nupur is absolutely right.",NAG
Is this a news ? If you have No news than shutdown the channel,OAG
Cry Baby,CAG
"Honourable President Sahebji Sri.Pranab Mukherjee, as long  the present political outfits like Congress  and its allies  like CPIM CPI and all other petty  local political  parties exist with their selfish motto;,  We as  Indians cannot expect India to become global power. First of all we need country's unity unequivocal  in all respects and steps one takes irrespective  of their's political affiliation.",OAG
"Hey shwetabh which is your favorite bollywood movie of all time and why. Pl
reply.Ã Â¥Â¤Ã Â¥Â¤Ã Â¥Â¤???",NAG
Yes,NAG
bhuvi strikes back! way to go lad Ã°Å¸ËœËœ #indvsuae,NAG
Spoiler alert,NAG
Nice job man....every one should do that,NAG
Anna speaks selectively. I am also from maharashtra and also observe his inclinations towards few and hatred towards others,CAG
"You make me think differently  
Please make a video on busshit served by dice media  
Concept of tinder dating",NAG
Sirish Bundar is very intelligent .. no wonder SRK had to slap some sense into him,OAG
He's done Ã¢Å“â€¦ gone end of a singer Ã°Å¸â€˜Â¨Ã¢â‚¬ÂÃ°Å¸Å½Â¤ has no job what could he do to get attention. This time he has hit the WRONG NOTE,OAG
its not good i think its all dimaghi keeda being a gay or lesbian..,NAG
"Arnab you are always doing over action, a im shock how you became anchor. Shit",NAG
I have same yellow bottle of cello Ã°Å¸ËœÂÃ°Å¸ËœÂ,NAG
Unebeivable atory. Some time back India was wrongly claiming surgical strikes in Pakistan and now claiming surgicam strike  by Pakistan. Wrong again.,CAG
"Bro I would like to say one thing ki is movie me koi problem nai hai except
drink and smoke jo ki he youngsters boy possible, isko follow krskte hai kyu ,
kyuki uska best actor in this movie krrha hai. And one more thing in 4 more
shots series me bhi I really object the character of girl journalist who
usually do regular random sex. Bro hm SB ek jses nai hai feminist type. But
what ever things r not right whether it is done by actor or actress give bad
posters in social life, will never appreciated.",NAG
Says a guy who once got slapped by Srk,CAG
LoL Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£ Ã°Å¸Ëœâ€š Ã°Å¸Ëœâ€šÃ°Å¸Â¤Â£ Ã°Å¸Â¤Â£Ã°Å¸Ëœâ€š Ã°Å¸Ëœâ€šÃ°Å¸Â¤Â£ Ã°Å¸Â¤Â£Ã°Å¸Ëœâ€š Ã°Å¸Ëœâ€š,NAG
Nice,NAG
Nope! Unless you've always got a stop loss. Though options are very risky. :P,CAG
Thank you for enlightening us.,NAG
Nd one other than Modi has the guts...,CAG
His words have shown that he was mistakenly taken birth in India. He must have born in an African jungle.,OAG
So so bad,NAG
"Amitab is a flop actor too
Just old movies were hit
Now he's an flop actor and I'll consider him flop
(butthurt don't reply I don't lick like u... Appreciate the talent not the legacy)",OAG
We never said around 90christian countries their dictatorships killed almost 8bn people,CAG
"If RBI lowers rate but keeps liquidity tight, transmission cannot happen: Arundhati Bhattacharya",NAG
Gangs of Wasseypur?? You guys think before writing...,CAG
I agree upto that Mayajal is finished. Rest let us see.,CAG
nis video,NAG
Shame on you assholes showing some other video and making it a fake news u chooths i hope each one you at Abp news will  rot in hell,OAG
huge moment in the match - umar akmal drops virat kohli http://t.co/9dmxzqxpsu #cricket #cwc15 #indvspak,NAG
"Naveed shahid, such victories are to be seen as a lesson for Pakistan to stop roguery and twisting the truth... we are not gleeful, we are sombre in our victory and just wish to bring our innocent countryman back unharmed..",OAG
Moon star that sign also belong hindu original  muslims  whare got land all invasion  attack killing  now thay start in usa thare hand works,CAG
It will not out of the place to mention here Kumar Vishwas have emerged as a potential stake holder of the post of convenor or president of the aap party today owing to his transparency and capabilities in comparison of Kejriwal who had measurably failed at all corner thus he could not be able to keep unity in party at all.,CAG
Gobinda Barman all right,NAG
"Shwetabh brother have you watched the recent anime movie weathering with you
which was released in India?",NAG
Well you are still a dumb....,OAG
No we stand by Israel. Arabs were allied with Hitler,OAG
No LKA in the front row or did he not attend?,CAG
I he you,NAG
Suspected,CAG
Is it reply to Rajeev mansad?,NAG
"NETTLINX price may go down to 113 suddenly,May I know the reason??",NAG
Wonderful that a man bybirth he is unable to see inspite of all difficulty he become the example of the society hatsoff his carrier,NAG
He too is interested to join politics.,CAG
wow.....Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â good,NAG
bc iss sohail ko out karao.. #cwc2015 #indvspak #bleedblue,NAG
He made similar comment on temples as well but its impartiality of The Indian Express it mention only the one that might suits thier agenda or something,OAG
"In your wet dreams moron. We had destroyed pakis 3 times in the past, we can do it anytime again...",OAG
"Enough is enough, now time has come to take the real action. Nowadays technology is so advance can be utilized, their movements can be monitored by drons and subsequently may be executed by the same technology.",CAG
Time to offer Modi a set of colourful bangles Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š.,CAG
welcome to #adelaideoval south australia! Ã Â¤ÂµÃ Â¥â€¡Ã Â¤Â²Ã Â¤â€¢Ã Â¤Â® Ã Â¤Â­Ã Â¤Â¾Ã Â¤Â°Ã Â¤Â¤ Ã˜Â§Ã˜Â³Ã˜ÂªÃ™â€šÃ˜Â¨Ã˜Â§Ã™â€ž Ã™Â¾Ã˜Â§ÃšÂ©Ã˜Â³Ã˜ÂªÃ˜Â§Ã™â€  #indvspak #cwc15 http://t.co/lmscw3r7sd,NAG
I wanna meet the girl who said the iPhone is user friendly!!!,CAG
No to homophobia,NAG
"This is the best thing a man can give on womens day....... He should be
awarded on the men days",NAG
Music is soooo funny Ã°Å¸Â¤Â£Ã°Å¸Ëœâ€šÃ°Å¸Â¤Â£Ã°Å¸Ëœâ€šÃ°Å¸Â¤Â£,NAG
"At least we got no isis sh|t here^
Only state with commies Ã°Å¸Ëœâ€š",CAG
Iam also lesbean,NAG
Na kashmir rahega na pakistan rahega ishfaq bhosdiwaale sabr ka intehaan le raha hai tera katwa pakistan,CAG
Prabhu 's Inefficiency is the reality.  Cant hide it.,CAG
But wr is arundhati roy,NAG
Answer should come from those NRI Bhakts of Trump who did prayer for him and donated millions of dollars,CAG
I guess NDTV so confused ... the difference between Billions and Millions... Ã°Å¸Â¤â€,CAG
As a woman - I am proud of you !,NAG
Anna Hazare had taken right decision not to join AAP under the leadership of Kejriwal who is a liar and joker in indian politics.,OAG
Actually every Bollywood crap is criticized here.. don't worry,NAG
"@Hasan Sardar  
Hello",NAG
How general public come to know that which brand is good n which  1 is not.  Dose modi ji us going to give any kind of special class to common people.,OAG
They scored the market Bcuz of the Kawasaki and ktm partnership,NAG
"Hi, we are doing a chain of 1,000 prayers for those soldiers who are securing our borders from terrorists and invaders . Say one prayer and pass it on to ten people, minus me. Let me know if you can't do this, so we don't break the chain.
    Ã°Å¸â€˜ÂPlease forwardÃ°Å¸â€˜Â
 *Om Tryambakam Yajamahe Sugandhim Pushtivardhanam Urvarukamiva Bandhanan Mrityor Mukshiya Maamritat* Ã°Å¸â„¢Â",NAG
Whole media is misleading the people.  What a shame!,OAG
cnbc tv 18 you are been awarded with coffee mug for bringing this news,NAG
Well done . Justice delivered,NAG
Poor interpretation and misrepresentation of facts,CAG
Why does all Arnab Goswami shows transform into a shouting match?!!,NAG
"Kabir singhs and feminists both group are results of a hypersexualised culture
created by liberals.",OAG
A true muslim will always love his/her motherland. A false one will only ask Azadi.,CAG
Love u brooo,NAG
Money problem. Every one on this show is after money. Ã¢â€šÂ¹ 1.20 crore per episode to be shared by all including laughing Buddha Piddhu Paaji.,CAG
"@PixelTrik You are the only smart one here,well said Ã°Å¸â€˜Â People only bitch about
Indians but art impacts society in every culture.",NAG
Mr converted do u have proof that Hindus also consume beef,OAG
"Plz. Don't forget your UPA1 and UPA2 ,atleast country moving towards constructive direction under one person , your time was the worst and disaster move of country under one family...",OAG
Money that you can spend to build toilets.....indian people pee on street...,OAG
dictator is your gay gangsters saffron government who wear khaki panty,OAG
I'm a liberal and I don't do that. I'm tolerant towards everyone that's all,NAG
"Some one is also talking along with Rahul Bajaj .,the person is in hurry to leave the launch",CAG
It should b one same like demonitization... It is rather an informed measure to take the rectification step to avoid mistake,CAG
Inside job of indian Army... Pak Armed Forces didn't cross the border ... Shame full act by indian army ....,OAG
"Neel I have a question,  when Godhra Kand  happen then also how can BJP was winning the state again and again.",CAG
"There is a saying,two pair of breasts connot be in the same room.",NAG
"Even if you want, where is the strength. Hypocrisy at its peek",CAG
We need more people like Abrar.. forget about all... But when motherland comes first before anything.. thats called nationlist n patriotism..,CAG
What sort of a justice is this when there is no concern for loss of jobs and loss of revenue ?  Didn't the govt have any advocate  to  represent it  in court? Was the order an ex parte one ?,CAG
"This is the first video I'm watching from ur channel... I really enjoyed it..
Already subscribed Ã¢ËœÂºÃ¢ËœÂº keep doing the good work and make awesome videos..",NAG
What cost ???,CAG
Well If that reduces the global temperatures by few degrees that will be a great achievement. Hope this trillion dollar brings additional life to the planet..,CAG
Stop your Nautanki as this video explains everything https://youtu.be/6Z3w97pUKh0,OAG
Yes to 2nd world war and Modi,CAG
Sinkandar for your point of view Taliban is peaceful community?,OAG
"Hey dreamcatcher govt... Just look as to what's happening at the border I.e., LOC. Innumerous soldiers are being martyred every now and then. Stop all this nonsense of feeding milk and water and posting crap on social media and take a resolution or a God's sake plan to step up and do something rightful in need for our brave soldiers who died trying to save our country while we are too much busy doing nothing. Thanks. 
Sincerely,
An indian",CAG
nice review,NAG
"Even they took there saman to show to there ladkis c this is real saman of a real mardh,",CAG
Riya Biswas better to face world with your real identity. Why to hide behind a hindu name? When you belong to peacefull religion. Are you feeling ashamed of yourself or peacefull religion?,CAG
"Well said.... Now sonu not having  songs to sing... Like road side father he is singing his old songs.... Let give some rupee coins to this fakeer. Chief publicity, mentality person is sonu nigam",OAG
Are you mad,CAG
"U're great sir ... Today I have watched Kabir Singh ... I agree with you being
a woman",NAG
very bad,NAG
"Thuroor, how will you rate the time of Nehru Indira and Rajeev. 
Man talk logical. You are suppose to be educated and public is also not fool.",CAG
"it is true ,?ibn ishag992,(quaran)fight evryone in the way of Alla n kill who disbelieve Alla,",OAG
You are the best critic,NAG
Well.....if this is how u prefer to be in the limelight.....then face the twitterati trolls!!,CAG
"Why not both? 
Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š",CAG
Really?  Name isnt important?...how would u tell people the name of the bike? When they ask u?,NAG
"That's why I never Watch These Kind Of Movies. I Watched andhadhoon, nil batey
sannata, maanjhi, ankur aroroa murder case Etc Ã°Å¸â€˜ÂÃ°Å¸â€™Â¯",NAG
Abe bhadvo sudhar jao nahito Jo hamari sena ke javanoka dimag hil gayana to Duniyake naksemese na paak pakistan ka namonishan nahi rahega,CAG
"how greedy the corporates are Voda evaded the tax by doing off shore transaction , why shd they not pay the tax on a transaction they have made billions .",OAG
True this hazard wakes only when bjp is going for elections,OAG
"Mentaly sick ,sonu...should sing in temple in the morning...and will not get disturbed by AZaan.,besides he can use cow dung in his ears..for the said purpose.",OAG
"pakistan has won the toss,what do u select misbah? misbah:kohli dhoni:chutiye gali cricket nahi hai.teams pehle se decided hai #indvspak",NAG
And now they say doctors should not be beaten up,OAG
"You can be sure that the gunman was a white American (christian and not a muslim), otherwise the headline would read ""muslim"" and not ""Beer-drinking"" as the first word.  There would be more calls for Trump's  ""muslim ban"", which the world's laughing stock has failed to implement - but will the great Orange One now call for a ""Beer-drinking ban""?",CAG
No views??,NAG
Hey he looks like poisonous sample ankush,NAG
"Amitj Aggar Dear Sir, this is a matter of choice as suggested by you to avoid mistaken identity. Pl let people apply your formula and than see the result.",CAG
How about putting the water out instead of being negative.,CAG
"He has submitted himself into BJP hands.. 
Why?
Anyone's guess..
Maybe some personal issues from his earlier life before he acquired the saintlike status..
Anyway his current behaviour is shameless..",OAG
